age,sex,region,time,count
52,Female,d. Avannaata kommunia,2012,64
53,Female,d. Avannaata kommunia,2012,82
54,Female,d. Avannaata kommunia,2012,55
55,Female,d. Avannaata kommunia,2012,53
56,Female,d. Avannaata kommunia,2012,61
57,Female,d. Avannaata kommunia,2012,36
58,Female,d. Avannaata kommunia,2012,55
59,Female,d. Avannaata kommunia,2012,55
60,Female,d. Avannaata kommunia,2012,33
61,Female,d. Avannaata kommunia,2012,41
62,Female,d. Avannaata kommunia,2012,49
63,Female,d. Avannaata kommunia,2012,23
64,Female,d. Avannaata kommunia,2012,18
65,Female,d. Avannaata kommunia,2012,27
66,Female,d. Avannaata kommunia,2012,32
67,Female,d. Avannaata kommunia,2012,26
68,Female,d. Avannaata kommunia,2012,37
69,Female,d. Avannaata kommunia,2012,26
70,Female,d. Avannaata kommunia,2012,32
71,Female,d. Avannaata kommunia,2012,32
72,Female,d. Avannaata kommunia,2012,29
73,Female,d. Avannaata kommunia,2012,13
74,Female,d. Avannaata kommunia,2012,24
75,Female,d. Avannaata kommunia,2012,25
76,Female,d. Avannaata kommunia,2012,12
77,Female,d. Avannaata kommunia,2012,17
78,Female,d. Avannaata kommunia,2012,15
79,Female,d. Avannaata kommunia,2012,9
80,Female,d. Avannaata kommunia,2012,10
81,Female,d. Avannaata kommunia,2012,10
82,Female,d. Avannaata kommunia,2012,14
83,Female,d. Avannaata kommunia,2012,13
84,Female,d. Avannaata kommunia,2012,3
85,Female,d. Avannaata kommunia,2012,1
86,Female,d. Avannaata kommunia,2012,1
87,Female,d. Avannaata kommunia,2012,3
88,Female,d. Avannaata kommunia,2012,1
89,Female,d. Avannaata kommunia,2012,1
90,Female,d. Avannaata kommunia,2012,0
91,Female,d. Avannaata kommunia,2012,0
92,Female,d. Avannaata kommunia,2012,0
93,Female,d. Avannaata kommunia,2012,1
94,Female,d. Avannaata kommunia,2012,0
95,Female,d. Avannaata kommunia,2012,0
96,Female,d. Avannaata kommunia,2012,0
97,Female,d. Avannaata kommunia,2012,0
98,Female,d. Avannaata kommunia,2012,0
99,Female,d. Avannaata kommunia,2012,0
100+,Female,d. Avannaata kommunia,2012,1
0,Male,d. Avannaata kommunia,2012,71
1,Male,d. Avannaata kommunia,2012,83
2,Male,d. Avannaata kommunia,2012,86
3,Male,d. Avannaata kommunia,2012,83
4,Male,d. Avannaata kommunia,2012,77
5,Male,d. Avannaata kommunia,2012,85
6,Male,d. Avannaata kommunia,2012,80
7,Male,d. Avannaata kommunia,2012,91
8,Male,d. Avannaata kommunia,2012,104
9,Male,d. Avannaata kommunia,2012,93
10,Male,d. Avannaata kommunia,2012,98
11,Male,d. Avannaata kommunia,2012,67
12,Male,d. Avannaata kommunia,2012,73
13,Male,d. Avannaata kommunia,2012,92
14,Male,d. Avannaata kommunia,2012,96
15,Male,d. Avannaata kommunia,2012,95
16,Male,d. Avannaata kommunia,2012,73
17,Male,d. Avannaata kommunia,2012,95
18,Male,d. Avannaata kommunia,2012,82
19,Male,d. Avannaata kommunia,2012,103
20,Male,d. Avannaata kommunia,2012,85
21,Male,d. Avannaata kommunia,2012,89
22,Male,d. Avannaata kommunia,2012,75
23,Male,d. Avannaata kommunia,2012,85
24,Male,d. Avannaata kommunia,2012,93
25,Male,d. Avannaata kommunia,2012,65
26,Male,d. Avannaata kommunia,2012,77
27,Male,d. Avannaata kommunia,2012,79
28,Male,d. Avannaata kommunia,2012,75
29,Male,d. Avannaata kommunia,2012,80
30,Male,d. Avannaata kommunia,2012,65
31,Male,d. Avannaata kommunia,2012,75
32,Male,d. Avannaata kommunia,2012,79
33,Male,d. Avannaata kommunia,2012,79
34,Male,d. Avannaata kommunia,2012,62
35,Male,d. Avannaata kommunia,2012,74
36,Male,d. Avannaata kommunia,2012,65
37,Male,d. Avannaata kommunia,2012,68
38,Male,d. Avannaata kommunia,2012,74
39,Male,d. Avannaata kommunia,2012,75
40,Male,d. Avannaata kommunia,2012,73
41,Male,d. Avannaata kommunia,2012,76
42,Male,d. Avannaata kommunia,2012,89
43,Male,d. Avannaata kommunia,2012,79
44,Male,d. Avannaata kommunia,2012,99
45,Male,d. Avannaata kommunia,2012,105
46,Male,d. Avannaata kommunia,2012,119
47,Male,d. Avannaata kommunia,2012,130
48,Male,d. Avannaata kommunia,2012,113
49,Male,d. Avannaata kommunia,2012,126
50,Male,d. Avannaata kommunia,2012,91
51,Male,d. Avannaata kommunia,2012,93
52,Male,d. Avannaata kommunia,2012,92
53,Male,d. Avannaata kommunia,2012,106
54,Male,d. Avannaata kommunia,2012,84
55,Male,d. Avannaata kommunia,2012,78
56,Male,d. Avannaata kommunia,2012,67
57,Male,d. Avannaata kommunia,2012,68
58,Male,d. Avannaata kommunia,2012,63
59,Male,d. Avannaata kommunia,2012,70
60,Male,d. Avannaata kommunia,2012,44
61,Male,d. Avannaata kommunia,2012,63
62,Male,d. Avannaata kommunia,2012,52
63,Male,d. Avannaata kommunia,2012,34
64,Male,d. Avannaata kommunia,2012,40
65,Male,d. Avannaata kommunia,2012,34
66,Male,d. Avannaata kommunia,2012,34
67,Male,d. Avannaata kommunia,2012,28
68,Male,d. Avannaata kommunia,2012,41
69,Male,d. Avannaata kommunia,2012,38
70,Male,d. Avannaata kommunia,2012,38
71,Male,d. Avannaata kommunia,2012,26
72,Male,d. Avannaata kommunia,2012,24
73,Male,d. Avannaata kommunia,2012,21
74,Male,d. Avannaata kommunia,2012,25
75,Male,d. Avannaata kommunia,2012,14
76,Male,d. Avannaata kommunia,2012,17
77,Male,d. Avannaata kommunia,2012,10
78,Male,d. Avannaata kommunia,2012,15
79,Male,d. Avannaata kommunia,2012,7
80,Male,d. Avannaata kommunia,2012,9
81,Male,d. Avannaata kommunia,2012,4
82,Male,d. Avannaata kommunia,2012,9
83,Male,d. Avannaata kommunia,2012,5
84,Male,d. Avannaata kommunia,2012,6
85,Male,d. Avannaata kommunia,2012,1
86,Male,d. Avannaata kommunia,2012,1
87,Male,d. Avannaata kommunia,2012,2
88,Male,d. Avannaata kommunia,2012,1
89,Male,d. Avannaata kommunia,2012,0
90,Male,d. Avannaata kommunia,2012,1
91,Male,d. Avannaata kommunia,2012,0
92,Male,d. Avannaata kommunia,2012,0
93,Male,d. Avannaata kommunia,2012,1
94,Male,d. Avannaata kommunia,2012,0
95,Male,d. Avannaata kommunia,2012,0
96,Male,d. Avannaata kommunia,2012,0
97,Male,d. Avannaata kommunia,2012,0
98,Male,d. Avannaata kommunia,2012,0
99,Male,d. Avannaata kommunia,2012,0
100+,Male,d. Avannaata kommunia,2012,0
0,Female,d. Kommune Kujalleq,2012,47
1,Female,d. Kommune Kujalleq,2012,44
2,Female,d. Kommune Kujalleq,2012,52
3,Female,d. Kommune Kujalleq,2012,53
4,Female,d. Kommune Kujalleq,2012,40
5,Female,d. Kommune Kujalleq,2012,53
6,Female,d. Kommune Kujalleq,2012,42
7,Female,d. Kommune Kujalleq,2012,40
8,Female,d. Kommune Kujalleq,2012,46
9,Female,d. Kommune Kujalleq,2012,35
10,Female,d. Kommune Kujalleq,2012,52
11,Female,d. Kommune Kujalleq,2012,53
12,Female,d. Kommune Kujalleq,2012,39
13,Female,d. Kommune Kujalleq,2012,61
14,Female,d. Kommune Kujalleq,2012,60
15,Female,d. Kommune Kujalleq,2012,48
16,Female,d. Kommune Kujalleq,2012,42
17,Female,d. Kommune Kujalleq,2012,47
18,Female,d. Kommune Kujalleq,2012,64
19,Female,d. Kommune Kujalleq,2012,55
20,Female,d. Kommune Kujalleq,2012,61
21,Female,d. Kommune Kujalleq,2012,53
22,Female,d. Kommune Kujalleq,2012,67
23,Female,d. Kommune Kujalleq,2012,51
24,Female,d. Kommune Kujalleq,2012,61
25,Female,d. Kommune Kujalleq,2012,48
26,Female,d. Kommune Kujalleq,2012,49
27,Female,d. Kommune Kujalleq,2012,41
28,Female,d. Kommune Kujalleq,2012,48
29,Female,d. Kommune Kujalleq,2012,51
30,Female,d. Kommune Kujalleq,2012,31
31,Female,d. Kommune Kujalleq,2012,37
32,Female,d. Kommune Kujalleq,2012,36
33,Female,d. Kommune Kujalleq,2012,37
34,Female,d. Kommune Kujalleq,2012,31
35,Female,d. Kommune Kujalleq,2012,31
36,Female,d. Kommune Kujalleq,2012,25
37,Female,d. Kommune Kujalleq,2012,28
38,Female,d. Kommune Kujalleq,2012,28
39,Female,d. Kommune Kujalleq,2012,24
40,Female,d. Kommune Kujalleq,2012,24
41,Female,d. Kommune Kujalleq,2012,38
42,Female,d. Kommune Kujalleq,2012,32
43,Female,d. Kommune Kujalleq,2012,59
44,Female,d. Kommune Kujalleq,2012,46
45,Female,d. Kommune Kujalleq,2012,54
46,Female,d. Kommune Kujalleq,2012,52
47,Female,d. Kommune Kujalleq,2012,65
48,Female,d. Kommune Kujalleq,2012,71
49,Female,d. Kommune Kujalleq,2012,66
50,Female,d. Kommune Kujalleq,2012,65
51,Female,d. Kommune Kujalleq,2012,69
52,Female,d. Kommune Kujalleq,2012,46
53,Female,d. Kommune Kujalleq,2012,59
54,Female,d. Kommune Kujalleq,2012,62
55,Female,d. Kommune Kujalleq,2012,38
56,Female,d. Kommune Kujalleq,2012,40
57,Female,d. Kommune Kujalleq,2012,55
58,Female,d. Kommune Kujalleq,2012,39
59,Female,d. Kommune Kujalleq,2012,47
60,Female,d. Kommune Kujalleq,2012,34
61,Female,d. Kommune Kujalleq,2012,26
62,Female,d. Kommune Kujalleq,2012,43
63,Female,d. Kommune Kujalleq,2012,29
64,Female,d. Kommune Kujalleq,2012,21
65,Female,d. Kommune Kujalleq,2012,21
66,Female,d. Kommune Kujalleq,2012,34
67,Female,d. Kommune Kujalleq,2012,26
68,Female,d. Kommune Kujalleq,2012,25
69,Female,d. Kommune Kujalleq,2012,28
70,Female,d. Kommune Kujalleq,2012,35
71,Female,d. Kommune Kujalleq,2012,23
72,Female,d. Kommune Kujalleq,2012,29
73,Female,d. Kommune Kujalleq,2012,16
74,Female,d. Kommune Kujalleq,2012,8
75,Female,d. Kommune Kujalleq,2012,14
76,Female,d. Kommune Kujalleq,2012,10
77,Female,d. Kommune Kujalleq,2012,11
78,Female,d. Kommune Kujalleq,2012,13
79,Female,d. Kommune Kujalleq,2012,7
80,Female,d. Kommune Kujalleq,2012,7
81,Female,d. Kommune Kujalleq,2012,8
82,Female,d. Kommune Kujalleq,2012,6
83,Female,d. Kommune Kujalleq,2012,7
84,Female,d. Kommune Kujalleq,2012,2
85,Female,d. Kommune Kujalleq,2012,4
86,Female,d. Kommune Kujalleq,2012,1
87,Female,d. Kommune Kujalleq,2012,5
88,Female,d. Kommune Kujalleq,2012,5
89,Female,d. Kommune Kujalleq,2012,0
90,Female,d. Kommune Kujalleq,2012,2
91,Female,d. Kommune Kujalleq,2012,1
92,Female,d. Kommune Kujalleq,2012,0
93,Female,d. Kommune Kujalleq,2012,1
94,Female,d. Kommune Kujalleq,2012,0
95,Female,d. Kommune Kujalleq,2012,0
96,Female,d. Kommune Kujalleq,2012,1
97,Female,d. Kommune Kujalleq,2012,0
98,Female,d. Kommune Kujalleq,2012,1
99,Female,d. Kommune Kujalleq,2012,0
100+,Female,d. Kommune Kujalleq,2012,0
0,Male,d. Kommune Kujalleq,2012,39
1,Male,d. Kommune Kujalleq,2012,49
2,Male,d. Kommune Kujalleq,2012,52
3,Male,d. Kommune Kujalleq,2012,60
4,Male,d. Kommune Kujalleq,2012,57
5,Male,d. Kommune Kujalleq,2012,43
6,Male,d. Kommune Kujalleq,2012,56
7,Male,d. Kommune Kujalleq,2012,50
8,Male,d. Kommune Kujalleq,2012,51
9,Male,d. Kommune Kujalleq,2012,43
10,Male,d. Kommune Kujalleq,2012,49
11,Male,d. Kommune Kujalleq,2012,54
12,Male,d. Kommune Kujalleq,2012,54
13,Male,d. Kommune Kujalleq,2012,47
14,Male,d. Kommune Kujalleq,2012,53
15,Male,d. Kommune Kujalleq,2012,74
16,Male,d. Kommune Kujalleq,2012,44
17,Male,d. Kommune Kujalleq,2012,63
18,Male,d. Kommune Kujalleq,2012,59
19,Male,d. Kommune Kujalleq,2012,77
20,Male,d. Kommune Kujalleq,2012,51
21,Male,d. Kommune Kujalleq,2012,67
22,Male,d. Kommune Kujalleq,2012,55
23,Male,d. Kommune Kujalleq,2012,59
24,Male,d. Kommune Kujalleq,2012,52
25,Male,d. Kommune Kujalleq,2012,51
26,Male,d. Kommune Kujalleq,2012,44
27,Male,d. Kommune Kujalleq,2012,53
28,Male,d. Kommune Kujalleq,2012,42
29,Male,d. Kommune Kujalleq,2012,49
30,Male,d. Kommune Kujalleq,2012,48
31,Male,d. Kommune Kujalleq,2012,46
32,Male,d. Kommune Kujalleq,2012,46
33,Male,d. Kommune Kujalleq,2012,37
34,Male,d. Kommune Kujalleq,2012,34
35,Male,d. Kommune Kujalleq,2012,36
36,Male,d. Kommune Kujalleq,2012,41
37,Male,d. Kommune Kujalleq,2012,26
38,Male,d. Kommune Kujalleq,2012,33
39,Male,d. Kommune Kujalleq,2012,32
40,Male,d. Kommune Kujalleq,2012,31
41,Male,d. Kommune Kujalleq,2012,33
42,Male,d. Kommune Kujalleq,2012,43
43,Male,d. Kommune Kujalleq,2012,37
44,Male,d. Kommune Kujalleq,2012,60
45,Male,d. Kommune Kujalleq,2012,70
46,Male,d. Kommune Kujalleq,2012,83
47,Male,d. Kommune Kujalleq,2012,83
48,Male,d. Kommune Kujalleq,2012,75
49,Male,d. Kommune Kujalleq,2012,55
50,Male,d. Kommune Kujalleq,2012,72
51,Male,d. Kommune Kujalleq,2012,71
52,Male,d. Kommune Kujalleq,2012,70
53,Male,d. Kommune Kujalleq,2012,78
54,Male,d. Kommune Kujalleq,2012,55
55,Male,d. Kommune Kujalleq,2012,56
56,Male,d. Kommune Kujalleq,2012,61
57,Male,d. Kommune Kujalleq,2012,68
58,Male,d. Kommune Kujalleq,2012,54
59,Male,d. Kommune Kujalleq,2012,37
60,Male,d. Kommune Kujalleq,2012,54
61,Male,d. Kommune Kujalleq,2012,47
62,Male,d. Kommune Kujalleq,2012,61
63,Male,d. Kommune Kujalleq,2012,36
64,Male,d. Kommune Kujalleq,2012,50
65,Male,d. Kommune Kujalleq,2012,42
66,Male,d. Kommune Kujalleq,2012,50
67,Male,d. Kommune Kujalleq,2012,46
68,Male,d. Kommune Kujalleq,2012,45
69,Male,d. Kommune Kujalleq,2012,24
70,Male,d. Kommune Kujalleq,2012,21
71,Male,d. Kommune Kujalleq,2012,24
72,Male,d. Kommune Kujalleq,2012,36
73,Male,d. Kommune Kujalleq,2012,20
74,Male,d. Kommune Kujalleq,2012,10
75,Male,d. Kommune Kujalleq,2012,12
76,Male,d. Kommune Kujalleq,2012,11
77,Male,d. Kommune Kujalleq,2012,10
78,Male,d. Kommune Kujalleq,2012,8
79,Male,d. Kommune Kujalleq,2012,9
80,Male,d. Kommune Kujalleq,2012,5
81,Male,d. Kommune Kujalleq,2012,4
82,Male,d. Kommune Kujalleq,2012,3
83,Male,d. Kommune Kujalleq,2012,4
84,Male,d. Kommune Kujalleq,2012,1
85,Male,d. Kommune Kujalleq,2012,4
86,Male,d. Kommune Kujalleq,2012,0
87,Male,d. Kommune Kujalleq,2012,2
88,Male,d. Kommune Kujalleq,2012,2
89,Male,d. Kommune Kujalleq,2012,0
90,Male,d. Kommune Kujalleq,2012,0
91,Male,d. Kommune Kujalleq,2012,0
92,Male,d. Kommune Kujalleq,2012,0
93,Male,d. Kommune Kujalleq,2012,0
94,Male,d. Kommune Kujalleq,2012,0
95,Male,d. Kommune Kujalleq,2012,0
96,Male,d. Kommune Kujalleq,2012,0
97,Male,d. Kommune Kujalleq,2012,0
98,Male,d. Kommune Kujalleq,2012,0
99,Male,d. Kommune Kujalleq,2012,0
100+,Male,d. Kommune Kujalleq,2012,0
0,Female,d. Kommune Qeqertalik,2012,55
1,Female,d. Kommune Qeqertalik,2012,39
2,Female,d. Kommune Qeqertalik,2012,46
3,Female,d. Kommune Qeqertalik,2012,46
4,Female,d. Kommune Qeqertalik,2012,45
5,Female,d. Kommune Qeqertalik,2012,36
6,Female,d. Kommune Qeqertalik,2012,54
7,Female,d. Kommune Qeqertalik,2012,54
8,Female,d. Kommune Qeqertalik,2012,47
9,Female,d. Kommune Qeqertalik,2012,50
10,Female,d. Kommune Qeqertalik,2012,59
11,Female,d. Kommune Qeqertalik,2012,44
12,Female,d. Kommune Qeqertalik,2012,44
13,Female,d. Kommune Qeqertalik,2012,59
14,Female,d. Kommune Qeqertalik,2012,48
15,Female,d. Kommune Qeqertalik,2012,63
16,Female,d. Kommune Qeqertalik,2012,49
17,Female,d. Kommune Qeqertalik,2012,83
18,Female,d. Kommune Qeqertalik,2012,78
19,Female,d. Kommune Qeqertalik,2012,81
20,Female,d. Kommune Qeqertalik,2012,63
21,Female,d. Kommune Qeqertalik,2012,58
22,Female,d. Kommune Qeqertalik,2012,49
23,Female,d. Kommune Qeqertalik,2012,65
24,Female,d. Kommune Qeqertalik,2012,38
25,Female,d. Kommune Qeqertalik,2012,48
26,Female,d. Kommune Qeqertalik,2012,42
27,Female,d. Kommune Qeqertalik,2012,49
28,Female,d. Kommune Qeqertalik,2012,30
29,Female,d. Kommune Qeqertalik,2012,37
30,Female,d. Kommune Qeqertalik,2012,40
31,Female,d. Kommune Qeqertalik,2012,52
32,Female,d. Kommune Qeqertalik,2012,40
33,Female,d. Kommune Qeqertalik,2012,32
34,Female,d. Kommune Qeqertalik,2012,26
35,Female,d. Kommune Qeqertalik,2012,34
36,Female,d. Kommune Qeqertalik,2012,31
37,Female,d. Kommune Qeqertalik,2012,28
38,Female,d. Kommune Qeqertalik,2012,24
39,Female,d. Kommune Qeqertalik,2012,29
40,Female,d. Kommune Qeqertalik,2012,30
41,Female,d. Kommune Qeqertalik,2012,41
42,Female,d. Kommune Qeqertalik,2012,48
43,Female,d. Kommune Qeqertalik,2012,42
44,Female,d. Kommune Qeqertalik,2012,53
45,Female,d. Kommune Qeqertalik,2012,57
46,Female,d. Kommune Qeqertalik,2012,54
47,Female,d. Kommune Qeqertalik,2012,61
48,Female,d. Kommune Qeqertalik,2012,58
49,Female,d. Kommune Qeqertalik,2012,53
50,Female,d. Kommune Qeqertalik,2012,50
51,Female,d. Kommune Qeqertalik,2012,52
52,Female,d. Kommune Qeqertalik,2012,36
53,Female,d. Kommune Qeqertalik,2012,44
54,Female,d. Kommune Qeqertalik,2012,39
55,Female,d. Kommune Qeqertalik,2012,39
56,Female,d. Kommune Qeqertalik,2012,38
57,Female,d. Kommune Qeqertalik,2012,28
58,Female,d. Kommune Qeqertalik,2012,28
59,Female,d. Kommune Qeqertalik,2012,28
60,Female,d. Kommune Qeqertalik,2012,21
61,Female,d. Kommune Qeqertalik,2012,31
62,Female,d. Kommune Qeqertalik,2012,27
63,Female,d. Kommune Qeqertalik,2012,18
64,Female,d. Kommune Qeqertalik,2012,16
65,Female,d. Kommune Qeqertalik,2012,26
66,Female,d. Kommune Qeqertalik,2012,26
67,Female,d. Kommune Qeqertalik,2012,27
68,Female,d. Kommune Qeqertalik,2012,22
69,Female,d. Kommune Qeqertalik,2012,25
70,Female,d. Kommune Qeqertalik,2012,18
71,Female,d. Kommune Qeqertalik,2012,17
72,Female,d. Kommune Qeqertalik,2012,17
73,Female,d. Kommune Qeqertalik,2012,12
74,Female,d. Kommune Qeqertalik,2012,13
75,Female,d. Kommune Qeqertalik,2012,13
76,Female,d. Kommune Qeqertalik,2012,18
77,Female,d. Kommune Qeqertalik,2012,9
78,Female,d. Kommune Qeqertalik,2012,11
79,Female,d. Kommune Qeqertalik,2012,15
80,Female,d. Kommune Qeqertalik,2012,9
81,Female,d. Kommune Qeqertalik,2012,8
82,Female,d. Kommune Qeqertalik,2012,13
83,Female,d. Kommune Qeqertalik,2012,8
84,Female,d. Kommune Qeqertalik,2012,4
85,Female,d. Kommune Qeqertalik,2012,4
86,Female,d. Kommune Qeqertalik,2012,6
87,Female,d. Kommune Qeqertalik,2012,1
88,Female,d. Kommune Qeqertalik,2012,3
89,Female,d. Kommune Qeqertalik,2012,1
90,Female,d. Kommune Qeqertalik,2012,0
91,Female,d. Kommune Qeqertalik,2012,0
92,Female,d. Kommune Qeqertalik,2012,0
93,Female,d. Kommune Qeqertalik,2012,0
94,Female,d. Kommune Qeqertalik,2012,0
95,Female,d. Kommune Qeqertalik,2012,0
96,Female,d. Kommune Qeqertalik,2012,0
97,Female,d. Kommune Qeqertalik,2012,0
98,Female,d. Kommune Qeqertalik,2012,0
99,Female,d. Kommune Qeqertalik,2012,0
100+,Female,d. Kommune Qeqertalik,2012,0
0,Male,d. Kommune Qeqertalik,2012,49
1,Male,d. Kommune Qeqertalik,2012,42
2,Male,d. Kommune Qeqertalik,2012,42
3,Male,d. Kommune Qeqertalik,2012,49
4,Male,d. Kommune Qeqertalik,2012,46
5,Male,d. Kommune Qeqertalik,2012,43
6,Male,d. Kommune Qeqertalik,2012,36
7,Male,d. Kommune Qeqertalik,2012,43
8,Male,d. Kommune Qeqertalik,2012,41
9,Male,d. Kommune Qeqertalik,2012,61
10,Male,d. Kommune Qeqertalik,2012,50
11,Male,d. Kommune Qeqertalik,2012,52
12,Male,d. Kommune Qeqertalik,2012,43
13,Male,d. Kommune Qeqertalik,2012,49
14,Male,d. Kommune Qeqertalik,2012,42
15,Male,d. Kommune Qeqertalik,2012,49
16,Male,d. Kommune Qeqertalik,2012,42
17,Male,d. Kommune Qeqertalik,2012,53
18,Male,d. Kommune Qeqertalik,2012,54
19,Male,d. Kommune Qeqertalik,2012,63
20,Male,d. Kommune Qeqertalik,2012,67
21,Male,d. Kommune Qeqertalik,2012,58
22,Male,d. Kommune Qeqertalik,2012,72
23,Male,d. Kommune Qeqertalik,2012,58
24,Male,d. Kommune Qeqertalik,2012,51
25,Male,d. Kommune Qeqertalik,2012,47
26,Male,d. Kommune Qeqertalik,2012,43
27,Male,d. Kommune Qeqertalik,2012,61
28,Male,d. Kommune Qeqertalik,2012,55
29,Male,d. Kommune Qeqertalik,2012,40
30,Male,d. Kommune Qeqertalik,2012,49
31,Male,d. Kommune Qeqertalik,2012,33
32,Male,d. Kommune Qeqertalik,2012,43
33,Male,d. Kommune Qeqertalik,2012,27
34,Male,d. Kommune Qeqertalik,2012,30
35,Male,d. Kommune Qeqertalik,2012,32
36,Male,d. Kommune Qeqertalik,2012,27
37,Male,d. Kommune Qeqertalik,2012,27
38,Male,d. Kommune Qeqertalik,2012,40
39,Male,d. Kommune Qeqertalik,2012,37
40,Male,d. Kommune Qeqertalik,2012,43
41,Male,d. Kommune Qeqertalik,2012,47
42,Male,d. Kommune Qeqertalik,2012,48
43,Male,d. Kommune Qeqertalik,2012,58
44,Male,d. Kommune Qeqertalik,2012,61
45,Male,d. Kommune Qeqertalik,2012,67
46,Male,d. Kommune Qeqertalik,2012,67
47,Male,d. Kommune Qeqertalik,2012,82
48,Male,d. Kommune Qeqertalik,2012,80
49,Male,d. Kommune Qeqertalik,2012,70
50,Male,d. Kommune Qeqertalik,2012,65
51,Male,d. Kommune Qeqertalik,2012,57
52,Male,d. Kommune Qeqertalik,2012,64
53,Male,d. Kommune Qeqertalik,2012,55
54,Male,d. Kommune Qeqertalik,2012,74
55,Male,d. Kommune Qeqertalik,2012,43
56,Male,d. Kommune Qeqertalik,2012,46
57,Male,d. Kommune Qeqertalik,2012,41
58,Male,d. Kommune Qeqertalik,2012,38
59,Male,d. Kommune Qeqertalik,2012,37
60,Male,d. Kommune Qeqertalik,2012,33
61,Male,d. Kommune Qeqertalik,2012,38
62,Male,d. Kommune Qeqertalik,2012,30
63,Male,d. Kommune Qeqertalik,2012,21
64,Male,d. Kommune Qeqertalik,2012,38
65,Male,d. Kommune Qeqertalik,2012,31
66,Male,d. Kommune Qeqertalik,2012,27
67,Male,d. Kommune Qeqertalik,2012,32
68,Male,d. Kommune Qeqertalik,2012,26
69,Male,d. Kommune Qeqertalik,2012,20
70,Male,d. Kommune Qeqertalik,2012,23
71,Male,d. Kommune Qeqertalik,2012,32
72,Male,d. Kommune Qeqertalik,2012,21
73,Male,d. Kommune Qeqertalik,2012,7
74,Male,d. Kommune Qeqertalik,2012,15
75,Male,d. Kommune Qeqertalik,2012,8
76,Male,d. Kommune Qeqertalik,2012,16
77,Male,d. Kommune Qeqertalik,2012,5
78,Male,d. Kommune Qeqertalik,2012,12
79,Male,d. Kommune Qeqertalik,2012,10
80,Male,d. Kommune Qeqertalik,2012,7
81,Male,d. Kommune Qeqertalik,2012,6
82,Male,d. Kommune Qeqertalik,2012,5
83,Male,d. Kommune Qeqertalik,2012,4
84,Male,d. Kommune Qeqertalik,2012,5
85,Male,d. Kommune Qeqertalik,2012,1
86,Male,d. Kommune Qeqertalik,2012,2
87,Male,d. Kommune Qeqertalik,2012,0
88,Male,d. Kommune Qeqertalik,2012,1
89,Male,d. Kommune Qeqertalik,2012,2
90,Male,d. Kommune Qeqertalik,2012,0
91,Male,d. Kommune Qeqertalik,2012,1
92,Male,d. Kommune Qeqertalik,2012,0
93,Male,d. Kommune Qeqertalik,2012,0
94,Male,d. Kommune Qeqertalik,2012,0
95,Male,d. Kommune Qeqertalik,2012,0
96,Male,d. Kommune Qeqertalik,2012,0
97,Male,d. Kommune Qeqertalik,2012,0
98,Male,d. Kommune Qeqertalik,2012,0
99,Male,d. Kommune Qeqertalik,2012,0
100+,Male,d. Kommune Qeqertalik,2012,0
0,Female,d. Kommuneqarfik Sermersooq,2012,136
1,Female,d. Kommuneqarfik Sermersooq,2012,146
2,Female,d. Kommuneqarfik Sermersooq,2012,145
3,Female,d. Kommuneqarfik Sermersooq,2012,157
4,Female,d. Kommuneqarfik Sermersooq,2012,123
5,Female,d. Kommuneqarfik Sermersooq,2012,159
6,Female,d. Kommuneqarfik Sermersooq,2012,146
7,Female,d. Kommuneqarfik Sermersooq,2012,164
8,Female,d. Kommuneqarfik Sermersooq,2012,158
9,Female,d. Kommuneqarfik Sermersooq,2012,154
10,Female,d. Kommuneqarfik Sermersooq,2012,173
11,Female,d. Kommuneqarfik Sermersooq,2012,170
12,Female,d. Kommuneqarfik Sermersooq,2012,145
13,Female,d. Kommuneqarfik Sermersooq,2012,138
14,Female,d. Kommuneqarfik Sermersooq,2012,144
15,Female,d. Kommuneqarfik Sermersooq,2012,161
16,Female,d. Kommuneqarfik Sermersooq,2012,121
17,Female,d. Kommuneqarfik Sermersooq,2012,144
18,Female,d. Kommuneqarfik Sermersooq,2012,154
19,Female,d. Kommuneqarfik Sermersooq,2012,138
20,Female,d. Kommuneqarfik Sermersooq,2012,172
21,Female,d. Kommuneqarfik Sermersooq,2012,173
22,Female,d. Kommuneqarfik Sermersooq,2012,178
23,Female,d. Kommuneqarfik Sermersooq,2012,173
24,Female,d. Kommuneqarfik Sermersooq,2012,205
25,Female,d. Kommuneqarfik Sermersooq,2012,184
26,Female,d. Kommuneqarfik Sermersooq,2012,183
27,Female,d. Kommuneqarfik Sermersooq,2012,196
28,Female,d. Kommuneqarfik Sermersooq,2012,188
29,Female,d. Kommuneqarfik Sermersooq,2012,157
30,Female,d. Kommuneqarfik Sermersooq,2012,180
31,Female,d. Kommuneqarfik Sermersooq,2012,175
32,Female,d. Kommuneqarfik Sermersooq,2012,169
33,Female,d. Kommuneqarfik Sermersooq,2012,157
34,Female,d. Kommuneqarfik Sermersooq,2012,142
35,Female,d. Kommuneqarfik Sermersooq,2012,135
36,Female,d. Kommuneqarfik Sermersooq,2012,123
37,Female,d. Kommuneqarfik Sermersooq,2012,132
38,Female,d. Kommuneqarfik Sermersooq,2012,110
39,Female,d. Kommuneqarfik Sermersooq,2012,99
40,Female,d. Kommuneqarfik Sermersooq,2012,128
41,Female,d. Kommuneqarfik Sermersooq,2012,113
