age,sex,region,time,count
0,Female,d. Avannaata kommunia,2010,98
1,Female,d. Avannaata kommunia,2010,92
2,Female,d. Avannaata kommunia,2010,85
3,Female,d. Avannaata kommunia,2010,70
4,Female,d. Avannaata kommunia,2010,91
5,Female,d. Avannaata kommunia,2010,80
6,Female,d. Avannaata kommunia,2010,78
7,Female,d. Avannaata kommunia,2010,72
8,Female,d. Avannaata kommunia,2010,96
9,Female,d. Avannaata kommunia,2010,73
10,Female,d. Avannaata kommunia,2010,79
11,Female,d. Avannaata kommunia,2010,85
12,Female,d. Avannaata kommunia,2010,89
13,Female,d. Avannaata kommunia,2010,94
14,Female,d. Avannaata kommunia,2010,105
15,Female,d. Avannaata kommunia,2010,106
16,Female,d. Avannaata kommunia,2010,70
17,Female,d. Avannaata kommunia,2010,93
18,Female,d. Avannaata kommunia,2010,98
19,Female,d. Avannaata kommunia,2010,83
20,Female,d. Avannaata kommunia,2010,81
21,Female,d. Avannaata kommunia,2010,98
22,Female,d. Avannaata kommunia,2010,86
23,Female,d. Avannaata kommunia,2010,81
24,Female,d. Avannaata kommunia,2010,69
25,Female,d. Avannaata kommunia,2010,70
26,Female,d. Avannaata kommunia,2010,67
27,Female,d. Avannaata kommunia,2010,78
28,Female,d. Avannaata kommunia,2010,82
29,Female,d. Avannaata kommunia,2010,82
30,Female,d. Avannaata kommunia,2010,62
31,Female,d. Avannaata kommunia,2010,66
32,Female,d. Avannaata kommunia,2010,68
33,Female,d. Avannaata kommunia,2010,68
34,Female,d. Avannaata kommunia,2010,59
35,Female,d. Avannaata kommunia,2010,67
36,Female,d. Avannaata kommunia,2010,51
37,Female,d. Avannaata kommunia,2010,58
38,Female,d. Avannaata kommunia,2010,66
39,Female,d. Avannaata kommunia,2010,65
40,Female,d. Avannaata kommunia,2010,56
41,Female,d. Avannaata kommunia,2010,81
42,Female,d. Avannaata kommunia,2010,103
43,Female,d. Avannaata kommunia,2010,94
44,Female,d. Avannaata kommunia,2010,109
45,Female,d. Avannaata kommunia,2010,93
46,Female,d. Avannaata kommunia,2010,90
47,Female,d. Avannaata kommunia,2010,95
48,Female,d. Avannaata kommunia,2010,86
49,Female,d. Avannaata kommunia,2010,91
50,Female,d. Avannaata kommunia,2010,67
51,Female,d. Avannaata kommunia,2010,83
52,Female,d. Avannaata kommunia,2010,59
53,Female,d. Avannaata kommunia,2010,54
54,Female,d. Avannaata kommunia,2010,64
55,Female,d. Avannaata kommunia,2010,37
56,Female,d. Avannaata kommunia,2010,51
57,Female,d. Avannaata kommunia,2010,54
58,Female,d. Avannaata kommunia,2010,37
59,Female,d. Avannaata kommunia,2010,42
60,Female,d. Avannaata kommunia,2010,51
61,Female,d. Avannaata kommunia,2010,27
62,Female,d. Avannaata kommunia,2010,21
63,Female,d. Avannaata kommunia,2010,32
64,Female,d. Avannaata kommunia,2010,36
65,Female,d. Avannaata kommunia,2010,30
66,Female,d. Avannaata kommunia,2010,38
67,Female,d. Avannaata kommunia,2010,26
68,Female,d. Avannaata kommunia,2010,34
69,Female,d. Avannaata kommunia,2010,33
70,Female,d. Avannaata kommunia,2010,31
71,Female,d. Avannaata kommunia,2010,15
72,Female,d. Avannaata kommunia,2010,26
73,Female,d. Avannaata kommunia,2010,29
74,Female,d. Avannaata kommunia,2010,15
75,Female,d. Avannaata kommunia,2010,22
76,Female,d. Avannaata kommunia,2010,17
77,Female,d. Avannaata kommunia,2010,14
78,Female,d. Avannaata kommunia,2010,10
79,Female,d. Avannaata kommunia,2010,15
80,Female,d. Avannaata kommunia,2010,17
81,Female,d. Avannaata kommunia,2010,14
82,Female,d. Avannaata kommunia,2010,5
83,Female,d. Avannaata kommunia,2010,1
84,Female,d. Avannaata kommunia,2010,2
85,Female,d. Avannaata kommunia,2010,4
86,Female,d. Avannaata kommunia,2010,3
87,Female,d. Avannaata kommunia,2010,1
88,Female,d. Avannaata kommunia,2010,0
89,Female,d. Avannaata kommunia,2010,1
90,Female,d. Avannaata kommunia,2010,0
91,Female,d. Avannaata kommunia,2010,2
92,Female,d. Avannaata kommunia,2010,0
93,Female,d. Avannaata kommunia,2010,0
94,Female,d. Avannaata kommunia,2010,1
95,Female,d. Avannaata kommunia,2010,0
96,Female,d. Avannaata kommunia,2010,0
97,Female,d. Avannaata kommunia,2010,0
98,Female,d. Avannaata kommunia,2010,0
99,Female,d. Avannaata kommunia,2010,0
100+,Female,d. Avannaata kommunia,2010,1
0,Male,d. Avannaata kommunia,2010,92
1,Male,d. Avannaata kommunia,2010,79
2,Male,d. Avannaata kommunia,2010,80
3,Male,d. Avannaata kommunia,2010,94
4,Male,d. Avannaata kommunia,2010,89
5,Male,d. Avannaata kommunia,2010,92
6,Male,d. Avannaata kommunia,2010,99
7,Male,d. Avannaata kommunia,2010,94
8,Male,d. Avannaata kommunia,2010,100
9,Male,d. Avannaata kommunia,2010,73
10,Male,d. Avannaata kommunia,2010,80
11,Male,d. Avannaata kommunia,2010,102
12,Male,d. Avannaata kommunia,2010,97
13,Male,d. Avannaata kommunia,2010,97
14,Male,d. Avannaata kommunia,2010,98
15,Male,d. Avannaata kommunia,2010,120
16,Male,d. Avannaata kommunia,2010,78
17,Male,d. Avannaata kommunia,2010,104
18,Male,d. Avannaata kommunia,2010,93
19,Male,d. Avannaata kommunia,2010,93
20,Male,d. Avannaata kommunia,2010,85
21,Male,d. Avannaata kommunia,2010,86
22,Male,d. Avannaata kommunia,2010,97
23,Male,d. Avannaata kommunia,2010,70
24,Male,d. Avannaata kommunia,2010,77
25,Male,d. Avannaata kommunia,2010,88
26,Male,d. Avannaata kommunia,2010,74
27,Male,d. Avannaata kommunia,2010,80
28,Male,d. Avannaata kommunia,2010,70
29,Male,d. Avannaata kommunia,2010,77
30,Male,d. Avannaata kommunia,2010,84
31,Male,d. Avannaata kommunia,2010,77
32,Male,d. Avannaata kommunia,2010,60
33,Male,d. Avannaata kommunia,2010,68
34,Male,d. Avannaata kommunia,2010,65
35,Male,d. Avannaata kommunia,2010,66
36,Male,d. Avannaata kommunia,2010,69
37,Male,d. Avannaata kommunia,2010,72
38,Male,d. Avannaata kommunia,2010,71
39,Male,d. Avannaata kommunia,2010,72
40,Male,d. Avannaata kommunia,2010,90
41,Male,d. Avannaata kommunia,2010,82
42,Male,d. Avannaata kommunia,2010,95
43,Male,d. Avannaata kommunia,2010,111
44,Male,d. Avannaata kommunia,2010,128
45,Male,d. Avannaata kommunia,2010,136
46,Male,d. Avannaata kommunia,2010,117
47,Male,d. Avannaata kommunia,2010,131
48,Male,d. Avannaata kommunia,2010,93
49,Male,d. Avannaata kommunia,2010,97
50,Male,d. Avannaata kommunia,2010,89
51,Male,d. Avannaata kommunia,2010,103
52,Male,d. Avannaata kommunia,2010,88
53,Male,d. Avannaata kommunia,2010,78
54,Male,d. Avannaata kommunia,2010,73
55,Male,d. Avannaata kommunia,2010,68
56,Male,d. Avannaata kommunia,2010,61
57,Male,d. Avannaata kommunia,2010,72
58,Male,d. Avannaata kommunia,2010,45
59,Male,d. Avannaata kommunia,2010,62
60,Male,d. Avannaata kommunia,2010,55
61,Male,d. Avannaata kommunia,2010,37
62,Male,d. Avannaata kommunia,2010,42
63,Male,d. Avannaata kommunia,2010,36
64,Male,d. Avannaata kommunia,2010,37
65,Male,d. Avannaata kommunia,2010,33
66,Male,d. Avannaata kommunia,2010,43
67,Male,d. Avannaata kommunia,2010,41
68,Male,d. Avannaata kommunia,2010,37
69,Male,d. Avannaata kommunia,2010,31
70,Male,d. Avannaata kommunia,2010,28
71,Male,d. Avannaata kommunia,2010,27
72,Male,d. Avannaata kommunia,2010,26
73,Male,d. Avannaata kommunia,2010,21
74,Male,d. Avannaata kommunia,2010,18
75,Male,d. Avannaata kommunia,2010,12
76,Male,d. Avannaata kommunia,2010,16
77,Male,d. Avannaata kommunia,2010,11
78,Male,d. Avannaata kommunia,2010,12
79,Male,d. Avannaata kommunia,2010,4
80,Male,d. Avannaata kommunia,2010,11
81,Male,d. Avannaata kommunia,2010,7
82,Male,d. Avannaata kommunia,2010,8
83,Male,d. Avannaata kommunia,2010,4
84,Male,d. Avannaata kommunia,2010,1
85,Male,d. Avannaata kommunia,2010,2
86,Male,d. Avannaata kommunia,2010,1
87,Male,d. Avannaata kommunia,2010,2
88,Male,d. Avannaata kommunia,2010,1
89,Male,d. Avannaata kommunia,2010,0
90,Male,d. Avannaata kommunia,2010,0
91,Male,d. Avannaata kommunia,2010,1
92,Male,d. Avannaata kommunia,2010,0
93,Male,d. Avannaata kommunia,2010,0
94,Male,d. Avannaata kommunia,2010,0
95,Male,d. Avannaata kommunia,2010,0
96,Male,d. Avannaata kommunia,2010,0
97,Male,d. Avannaata kommunia,2010,0
98,Male,d. Avannaata kommunia,2010,0
99,Male,d. Avannaata kommunia,2010,0
100+,Male,d. Avannaata kommunia,2010,0
0,Female,d. Kommune Kujalleq,2010,52
1,Female,d. Kommune Kujalleq,2010,58
2,Female,d. Kommune Kujalleq,2010,43
3,Female,d. Kommune Kujalleq,2010,53
4,Female,d. Kommune Kujalleq,2010,45
5,Female,d. Kommune Kujalleq,2010,41
6,Female,d. Kommune Kujalleq,2010,47
7,Female,d. Kommune Kujalleq,2010,42
8,Female,d. Kommune Kujalleq,2010,52
9,Female,d. Kommune Kujalleq,2010,52
10,Female,d. Kommune Kujalleq,2010,42
11,Female,d. Kommune Kujalleq,2010,60
12,Female,d. Kommune Kujalleq,2010,61
13,Female,d. Kommune Kujalleq,2010,54
14,Female,d. Kommune Kujalleq,2010,49
15,Female,d. Kommune Kujalleq,2010,51
16,Female,d. Kommune Kujalleq,2010,59
17,Female,d. Kommune Kujalleq,2010,66
18,Female,d. Kommune Kujalleq,2010,71
19,Female,d. Kommune Kujalleq,2010,71
20,Female,d. Kommune Kujalleq,2010,74
21,Female,d. Kommune Kujalleq,2010,68
22,Female,d. Kommune Kujalleq,2010,71
23,Female,d. Kommune Kujalleq,2010,51
24,Female,d. Kommune Kujalleq,2010,42
25,Female,d. Kommune Kujalleq,2010,41
26,Female,d. Kommune Kujalleq,2010,51
27,Female,d. Kommune Kujalleq,2010,60
28,Female,d. Kommune Kujalleq,2010,33
29,Female,d. Kommune Kujalleq,2010,40
30,Female,d. Kommune Kujalleq,2010,39
31,Female,d. Kommune Kujalleq,2010,33
32,Female,d. Kommune Kujalleq,2010,35
33,Female,d. Kommune Kujalleq,2010,34
34,Female,d. Kommune Kujalleq,2010,30
35,Female,d. Kommune Kujalleq,2010,28
36,Female,d. Kommune Kujalleq,2010,29
37,Female,d. Kommune Kujalleq,2010,25
38,Female,d. Kommune Kujalleq,2010,26
39,Female,d. Kommune Kujalleq,2010,38
40,Female,d. Kommune Kujalleq,2010,34
41,Female,d. Kommune Kujalleq,2010,59
42,Female,d. Kommune Kujalleq,2010,52
43,Female,d. Kommune Kujalleq,2010,59
44,Female,d. Kommune Kujalleq,2010,58
45,Female,d. Kommune Kujalleq,2010,68
46,Female,d. Kommune Kujalleq,2010,78
47,Female,d. Kommune Kujalleq,2010,70
48,Female,d. Kommune Kujalleq,2010,64
49,Female,d. Kommune Kujalleq,2010,69
50,Female,d. Kommune Kujalleq,2010,48
51,Female,d. Kommune Kujalleq,2010,64
52,Female,d. Kommune Kujalleq,2010,64
53,Female,d. Kommune Kujalleq,2010,38
54,Female,d. Kommune Kujalleq,2010,43
55,Female,d. Kommune Kujalleq,2010,54
56,Female,d. Kommune Kujalleq,2010,39
57,Female,d. Kommune Kujalleq,2010,47
58,Female,d. Kommune Kujalleq,2010,37
59,Female,d. Kommune Kujalleq,2010,29
60,Female,d. Kommune Kujalleq,2010,46
61,Female,d. Kommune Kujalleq,2010,30
62,Female,d. Kommune Kujalleq,2010,23
63,Female,d. Kommune Kujalleq,2010,23
64,Female,d. Kommune Kujalleq,2010,38
65,Female,d. Kommune Kujalleq,2010,27
66,Female,d. Kommune Kujalleq,2010,24
67,Female,d. Kommune Kujalleq,2010,28
68,Female,d. Kommune Kujalleq,2010,38
69,Female,d. Kommune Kujalleq,2010,25
70,Female,d. Kommune Kujalleq,2010,30
71,Female,d. Kommune Kujalleq,2010,20
72,Female,d. Kommune Kujalleq,2010,12
73,Female,d. Kommune Kujalleq,2010,16
74,Female,d. Kommune Kujalleq,2010,12
75,Female,d. Kommune Kujalleq,2010,12
76,Female,d. Kommune Kujalleq,2010,14
77,Female,d. Kommune Kujalleq,2010,9
78,Female,d. Kommune Kujalleq,2010,11
79,Female,d. Kommune Kujalleq,2010,11
80,Female,d. Kommune Kujalleq,2010,11
81,Female,d. Kommune Kujalleq,2010,8
82,Female,d. Kommune Kujalleq,2010,6
83,Female,d. Kommune Kujalleq,2010,4
84,Female,d. Kommune Kujalleq,2010,2
85,Female,d. Kommune Kujalleq,2010,7
86,Female,d. Kommune Kujalleq,2010,7
87,Female,d. Kommune Kujalleq,2010,1
88,Female,d. Kommune Kujalleq,2010,2
89,Female,d. Kommune Kujalleq,2010,2
90,Female,d. Kommune Kujalleq,2010,0
91,Female,d. Kommune Kujalleq,2010,2
92,Female,d. Kommune Kujalleq,2010,1
93,Female,d. Kommune Kujalleq,2010,1
94,Female,d. Kommune Kujalleq,2010,2
95,Female,d. Kommune Kujalleq,2010,0
96,Female,d. Kommune Kujalleq,2010,1
97,Female,d. Kommune Kujalleq,2010,0
98,Female,d. Kommune Kujalleq,2010,0
99,Female,d. Kommune Kujalleq,2010,0
100+,Female,d. Kommune Kujalleq,2010,0
0,Male,d. Kommune Kujalleq,2010,56
1,Male,d. Kommune Kujalleq,2010,64
2,Male,d. Kommune Kujalleq,2010,66
3,Male,d. Kommune Kujalleq,2010,53
4,Male,d. Kommune Kujalleq,2010,52
5,Male,d. Kommune Kujalleq,2010,54
6,Male,d. Kommune Kujalleq,2010,59
7,Male,d. Kommune Kujalleq,2010,46
8,Male,d. Kommune Kujalleq,2010,50
9,Male,d. Kommune Kujalleq,2010,49
10,Male,d. Kommune Kujalleq,2010,58
11,Male,d. Kommune Kujalleq,2010,50
12,Male,d. Kommune Kujalleq,2010,57
13,Male,d. Kommune Kujalleq,2010,70
14,Male,d. Kommune Kujalleq,2010,54
15,Male,d. Kommune Kujalleq,2010,65
16,Male,d. Kommune Kujalleq,2010,51
17,Male,d. Kommune Kujalleq,2010,68
18,Male,d. Kommune Kujalleq,2010,51
19,Male,d. Kommune Kujalleq,2010,66
20,Male,d. Kommune Kujalleq,2010,71
21,Male,d. Kommune Kujalleq,2010,67
22,Male,d. Kommune Kujalleq,2010,57
23,Male,d. Kommune Kujalleq,2010,54
24,Male,d. Kommune Kujalleq,2010,53
25,Male,d. Kommune Kujalleq,2010,54
26,Male,d. Kommune Kujalleq,2010,39
27,Male,d. Kommune Kujalleq,2010,51
28,Male,d. Kommune Kujalleq,2010,53
29,Male,d. Kommune Kujalleq,2010,46
30,Male,d. Kommune Kujalleq,2010,48
31,Male,d. Kommune Kujalleq,2010,39
32,Male,d. Kommune Kujalleq,2010,32
33,Male,d. Kommune Kujalleq,2010,37
34,Male,d. Kommune Kujalleq,2010,43
35,Male,d. Kommune Kujalleq,2010,31
36,Male,d. Kommune Kujalleq,2010,39
37,Male,d. Kommune Kujalleq,2010,36
38,Male,d. Kommune Kujalleq,2010,32
39,Male,d. Kommune Kujalleq,2010,30
40,Male,d. Kommune Kujalleq,2010,51
41,Male,d. Kommune Kujalleq,2010,38
42,Male,d. Kommune Kujalleq,2010,68
43,Male,d. Kommune Kujalleq,2010,75
44,Male,d. Kommune Kujalleq,2010,79
45,Male,d. Kommune Kujalleq,2010,86
46,Male,d. Kommune Kujalleq,2010,82
47,Male,d. Kommune Kujalleq,2010,60
48,Male,d. Kommune Kujalleq,2010,70
49,Male,d. Kommune Kujalleq,2010,72
50,Male,d. Kommune Kujalleq,2010,75
51,Male,d. Kommune Kujalleq,2010,78
52,Male,d. Kommune Kujalleq,2010,60
53,Male,d. Kommune Kujalleq,2010,59
54,Male,d. Kommune Kujalleq,2010,59
55,Male,d. Kommune Kujalleq,2010,70
56,Male,d. Kommune Kujalleq,2010,53
57,Male,d. Kommune Kujalleq,2010,39
58,Male,d. Kommune Kujalleq,2010,59
59,Male,d. Kommune Kujalleq,2010,52
60,Male,d. Kommune Kujalleq,2010,60
61,Male,d. Kommune Kujalleq,2010,36
62,Male,d. Kommune Kujalleq,2010,53
63,Male,d. Kommune Kujalleq,2010,49
64,Male,d. Kommune Kujalleq,2010,53
65,Male,d. Kommune Kujalleq,2010,52
66,Male,d. Kommune Kujalleq,2010,48
67,Male,d. Kommune Kujalleq,2010,24
68,Male,d. Kommune Kujalleq,2010,25
69,Male,d. Kommune Kujalleq,2010,25
70,Male,d. Kommune Kujalleq,2010,39
71,Male,d. Kommune Kujalleq,2010,24
72,Male,d. Kommune Kujalleq,2010,13
73,Male,d. Kommune Kujalleq,2010,16
74,Male,d. Kommune Kujalleq,2010,17
75,Male,d. Kommune Kujalleq,2010,13
76,Male,d. Kommune Kujalleq,2010,12
77,Male,d. Kommune Kujalleq,2010,13
78,Male,d. Kommune Kujalleq,2010,6
79,Male,d. Kommune Kujalleq,2010,5
80,Male,d. Kommune Kujalleq,2010,4
81,Male,d. Kommune Kujalleq,2010,5
82,Male,d. Kommune Kujalleq,2010,2
83,Male,d. Kommune Kujalleq,2010,7
84,Male,d. Kommune Kujalleq,2010,1
85,Male,d. Kommune Kujalleq,2010,3
86,Male,d. Kommune Kujalleq,2010,2
87,Male,d. Kommune Kujalleq,2010,0
88,Male,d. Kommune Kujalleq,2010,0
89,Male,d. Kommune Kujalleq,2010,0
90,Male,d. Kommune Kujalleq,2010,1
91,Male,d. Kommune Kujalleq,2010,0
92,Male,d. Kommune Kujalleq,2010,0
93,Male,d. Kommune Kujalleq,2010,0
94,Male,d. Kommune Kujalleq,2010,0
95,Male,d. Kommune Kujalleq,2010,0
96,Male,d. Kommune Kujalleq,2010,0
97,Male,d. Kommune Kujalleq,2010,0
98,Male,d. Kommune Kujalleq,2010,0
99,Male,d. Kommune Kujalleq,2010,0
100+,Male,d. Kommune Kujalleq,2010,0
0,Female,d. Kommune Qeqertalik,2010,46
1,Female,d. Kommune Qeqertalik,2010,44
2,Female,d. Kommune Qeqertalik,2010,45
3,Female,d. Kommune Qeqertalik,2010,37
4,Female,d. Kommune Qeqertalik,2010,58
5,Female,d. Kommune Qeqertalik,2010,54
6,Female,d. Kommune Qeqertalik,2010,48
7,Female,d. Kommune Qeqertalik,2010,46
8,Female,d. Kommune Qeqertalik,2010,61
9,Female,d. Kommune Qeqertalik,2010,51
10,Female,d. Kommune Qeqertalik,2010,46
11,Female,d. Kommune Qeqertalik,2010,58
12,Female,d. Kommune Qeqertalik,2010,49
13,Female,d. Kommune Qeqertalik,2010,66
14,Female,d. Kommune Qeqertalik,2010,52
15,Female,d. Kommune Qeqertalik,2010,61
16,Female,d. Kommune Qeqertalik,2010,44
17,Female,d. Kommune Qeqertalik,2010,72
18,Female,d. Kommune Qeqertalik,2010,74
19,Female,d. Kommune Qeqertalik,2010,74
20,Female,d. Kommune Qeqertalik,2010,64
21,Female,d. Kommune Qeqertalik,2010,74
22,Female,d. Kommune Qeqertalik,2010,52
23,Female,d. Kommune Qeqertalik,2010,47
24,Female,d. Kommune Qeqertalik,2010,43
25,Female,d. Kommune Qeqertalik,2010,47
26,Female,d. Kommune Qeqertalik,2010,34
27,Female,d. Kommune Qeqertalik,2010,32
28,Female,d. Kommune Qeqertalik,2010,38
29,Female,d. Kommune Qeqertalik,2010,50
30,Female,d. Kommune Qeqertalik,2010,41
31,Female,d. Kommune Qeqertalik,2010,33
32,Female,d. Kommune Qeqertalik,2010,29
33,Female,d. Kommune Qeqertalik,2010,32
34,Female,d. Kommune Qeqertalik,2010,35
35,Female,d. Kommune Qeqertalik,2010,26
36,Female,d. Kommune Qeqertalik,2010,29
37,Female,d. Kommune Qeqertalik,2010,31
38,Female,d. Kommune Qeqertalik,2010,36
39,Female,d. Kommune Qeqertalik,2010,42
40,Female,d. Kommune Qeqertalik,2010,49
41,Female,d. Kommune Qeqertalik,2010,45
42,Female,d. Kommune Qeqertalik,2010,58
43,Female,d. Kommune Qeqertalik,2010,61
44,Female,d. Kommune Qeqertalik,2010,57
45,Female,d. Kommune Qeqertalik,2010,64
46,Female,d. Kommune Qeqertalik,2010,61
47,Female,d. Kommune Qeqertalik,2010,52
48,Female,d. Kommune Qeqertalik,2010,49
49,Female,d. Kommune Qeqertalik,2010,53
50,Female,d. Kommune Qeqertalik,2010,37
51,Female,d. Kommune Qeqertalik,2010,43
52,Female,d. Kommune Qeqertalik,2010,37
53,Female,d. Kommune Qeqertalik,2010,41
54,Female,d. Kommune Qeqertalik,2010,39
55,Female,d. Kommune Qeqertalik,2010,28
56,Female,d. Kommune Qeqertalik,2010,29
57,Female,d. Kommune Qeqertalik,2010,30
58,Female,d. Kommune Qeqertalik,2010,25
59,Female,d. Kommune Qeqertalik,2010,32
60,Female,d. Kommune Qeqertalik,2010,30
61,Female,d. Kommune Qeqertalik,2010,22
62,Female,d. Kommune Qeqertalik,2010,20
63,Female,d. Kommune Qeqertalik,2010,29
64,Female,d. Kommune Qeqertalik,2010,29
65,Female,d. Kommune Qeqertalik,2010,29
66,Female,d. Kommune Qeqertalik,2010,26
67,Female,d. Kommune Qeqertalik,2010,27
68,Female,d. Kommune Qeqertalik,2010,19
69,Female,d. Kommune Qeqertalik,2010,21
70,Female,d. Kommune Qeqertalik,2010,19
71,Female,d. Kommune Qeqertalik,2010,12
72,Female,d. Kommune Qeqertalik,2010,15
73,Female,d. Kommune Qeqertalik,2010,15
74,Female,d. Kommune Qeqertalik,2010,19
75,Female,d. Kommune Qeqertalik,2010,12
76,Female,d. Kommune Qeqertalik,2010,12
77,Female,d. Kommune Qeqertalik,2010,16
78,Female,d. Kommune Qeqertalik,2010,10
79,Female,d. Kommune Qeqertalik,2010,12
80,Female,d. Kommune Qeqertalik,2010,16
81,Female,d. Kommune Qeqertalik,2010,9
82,Female,d. Kommune Qeqertalik,2010,4
83,Female,d. Kommune Qeqertalik,2010,6
84,Female,d. Kommune Qeqertalik,2010,8
85,Female,d. Kommune Qeqertalik,2010,2
86,Female,d. Kommune Qeqertalik,2010,3
87,Female,d. Kommune Qeqertalik,2010,2
88,Female,d. Kommune Qeqertalik,2010,1
89,Female,d. Kommune Qeqertalik,2010,0
90,Female,d. Kommune Qeqertalik,2010,0
91,Female,d. Kommune Qeqertalik,2010,2
92,Female,d. Kommune Qeqertalik,2010,0
93,Female,d. Kommune Qeqertalik,2010,0
94,Female,d. Kommune Qeqertalik,2010,0
95,Female,d. Kommune Qeqertalik,2010,0
96,Female,d. Kommune Qeqertalik,2010,0
97,Female,d. Kommune Qeqertalik,2010,0
98,Female,d. Kommune Qeqertalik,2010,0
99,Female,d. Kommune Qeqertalik,2010,0
100+,Female,d. Kommune Qeqertalik,2010,0
0,Male,d. Kommune Qeqertalik,2010,47
1,Male,d. Kommune Qeqertalik,2010,57
2,Male,d. Kommune Qeqertalik,2010,48
3,Male,d. Kommune Qeqertalik,2010,40
4,Male,d. Kommune Qeqertalik,2010,36
5,Male,d. Kommune Qeqertalik,2010,44
6,Male,d. Kommune Qeqertalik,2010,37
7,Male,d. Kommune Qeqertalik,2010,67
8,Male,d. Kommune Qeqertalik,2010,49
9,Male,d. Kommune Qeqertalik,2010,54
10,Male,d. Kommune Qeqertalik,2010,44
11,Male,d. Kommune Qeqertalik,2010,50
12,Male,d. Kommune Qeqertalik,2010,46
13,Male,d. Kommune Qeqertalik,2010,51
14,Male,d. Kommune Qeqertalik,2010,50
15,Male,d. Kommune Qeqertalik,2010,51
16,Male,d. Kommune Qeqertalik,2010,45
17,Male,d. Kommune Qeqertalik,2010,64
18,Male,d. Kommune Qeqertalik,2010,74
19,Male,d. Kommune Qeqertalik,2010,76
20,Male,d. Kommune Qeqertalik,2010,80
21,Male,d. Kommune Qeqertalik,2010,61
22,Male,d. Kommune Qeqertalik,2010,55
23,Male,d. Kommune Qeqertalik,2010,48
24,Male,d. Kommune Qeqertalik,2010,47
25,Male,d. Kommune Qeqertalik,2010,69
26,Male,d. Kommune Qeqertalik,2010,57
27,Male,d. Kommune Qeqertalik,2010,42
28,Male,d. Kommune Qeqertalik,2010,47
29,Male,d. Kommune Qeqertalik,2010,38
30,Male,d. Kommune Qeqertalik,2010,29
31,Male,d. Kommune Qeqertalik,2010,27
32,Male,d. Kommune Qeqertalik,2010,30
33,Male,d. Kommune Qeqertalik,2010,41
34,Male,d. Kommune Qeqertalik,2010,25
35,Male,d. Kommune Qeqertalik,2010,31
36,Male,d. Kommune Qeqertalik,2010,41
37,Male,d. Kommune Qeqertalik,2010,39
38,Male,d. Kommune Qeqertalik,2010,41
39,Male,d. Kommune Qeqertalik,2010,51
40,Male,d. Kommune Qeqertalik,2010,48
41,Male,d. Kommune Qeqertalik,2010,52
42,Male,d. Kommune Qeqertalik,2010,68
43,Male,d. Kommune Qeqertalik,2010,70
44,Male,d. Kommune Qeqertalik,2010,67
45,Male,d. Kommune Qeqertalik,2010,79
46,Male,d. Kommune Qeqertalik,2010,80
47,Male,d. Kommune Qeqertalik,2010,75
48,Male,d. Kommune Qeqertalik,2010,72
49,Male,d. Kommune Qeqertalik,2010,53
50,Male,d. Kommune Qeqertalik,2010,57
51,Male,d. Kommune Qeqertalik,2010,57
52,Male,d. Kommune Qeqertalik,2010,74
53,Male,d. Kommune Qeqertalik,2010,45
54,Male,d. Kommune Qeqertalik,2010,44
55,Male,d. Kommune Qeqertalik,2010,42
56,Male,d. Kommune Qeqertalik,2010,39
57,Male,d. Kommune Qeqertalik,2010,42
58,Male,d. Kommune Qeqertalik,2010,36
59,Male,d. Kommune Qeqertalik,2010,40
60,Male,d. Kommune Qeqertalik,2010,31
61,Male,d. Kommune Qeqertalik,2010,23
62,Male,d. Kommune Qeqertalik,2010,37
63,Male,d. Kommune Qeqertalik,2010,34
64,Male,d. Kommune Qeqertalik,2010,33
65,Male,d. Kommune Qeqertalik,2010,38
66,Male,d. Kommune Qeqertalik,2010,27
67,Male,d. Kommune Qeqertalik,2010,22
68,Male,d. Kommune Qeqertalik,2010,26
69,Male,d. Kommune Qeqertalik,2010,34
70,Male,d. Kommune Qeqertalik,2010,25
71,Male,d. Kommune Qeqertalik,2010,8
72,Male,d. Kommune Qeqertalik,2010,18
73,Male,d. Kommune Qeqertalik,2010,11
74,Male,d. Kommune Qeqertalik,2010,18
75,Male,d. Kommune Qeqertalik,2010,6
76,Male,d. Kommune Qeqertalik,2010,16
77,Male,d. Kommune Qeqertalik,2010,15
78,Male,d. Kommune Qeqertalik,2010,10
79,Male,d. Kommune Qeqertalik,2010,6
80,Male,d. Kommune Qeqertalik,2010,7
81,Male,d. Kommune Qeqertalik,2010,6
82,Male,d. Kommune Qeqertalik,2010,8
83,Male,d. Kommune Qeqertalik,2010,2
84,Male,d. Kommune Qeqertalik,2010,3
85,Male,d. Kommune Qeqertalik,2010,0
86,Male,d. Kommune Qeqertalik,2010,1
87,Male,d. Kommune Qeqertalik,2010,2
88,Male,d. Kommune Qeqertalik,2010,0
89,Male,d. Kommune Qeqertalik,2010,1
90,Male,d. Kommune Qeqertalik,2010,0
91,Male,d. Kommune Qeqertalik,2010,0
92,Male,d. Kommune Qeqertalik,2010,0
93,Male,d. Kommune Qeqertalik,2010,0
94,Male,d. Kommune Qeqertalik,2010,0
95,Male,d. Kommune Qeqertalik,2010,0
96,Male,d. Kommune Qeqertalik,2010,0
97,Male,d. Kommune Qeqertalik,2010,0
98,Male,d. Kommune Qeqertalik,2010,0
99,Male,d. Kommune Qeqertalik,2010,0
100+,Male,d. Kommune Qeqertalik,2010,0
0,Female,d. Kommuneqarfik Sermersooq,2010,150
