age,triangle,sex,region,time,direction,count
61,Lower,Male,d. Kommune Qeqertalik,2011,Out,1
61,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
62,Lower,Male,d. Kommune Qeqertalik,2011,Out,1
62,Upper,Male,d. Kommune Qeqertalik,2011,Out,1
63,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
63,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
64,Lower,Male,d. Kommune Qeqertalik,2011,Out,1
64,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
65,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
65,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
66,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
66,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
67,Lower,Male,d. Kommune Qeqertalik,2011,Out,1
67,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
68,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
68,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
69,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
69,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
70,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
70,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
71,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
71,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
72,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
72,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
73,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
73,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
74,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
74,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
75,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
75,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
76,Lower,Male,d. Kommune Qeqertalik,2011,Out,1
76,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
77,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
77,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
78,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
78,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
79,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
79,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
80,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
80,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
81,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
81,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
82,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
82,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
83,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
83,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
84,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
84,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
85,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
85,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
86,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
86,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
87,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
87,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
88,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
88,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
89,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
89,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
90,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
90,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
91,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
91,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
92,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
92,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
93,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
93,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
94,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
94,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
95,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
95,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
96,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
96,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
97,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
97,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
98,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
98,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
99,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
99,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
100+,Lower,Male,d. Kommune Qeqertalik,2011,Out,0
100+,Upper,Male,d. Kommune Qeqertalik,2011,Out,0
0,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,7
0,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,7
1,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,8
1,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,4
2,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
2,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
3,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,6
3,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,8
4,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
4,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,7
5,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,4
5,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,9
6,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,7
6,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
7,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
7,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
8,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
8,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
9,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
9,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,6
10,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
10,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,9
11,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,4
11,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
12,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
12,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
13,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
13,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,9
14,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,4
14,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,9
15,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,6
15,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,7
16,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,7
16,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,7
17,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,6
17,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,4
18,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,13
18,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,8
19,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,16
19,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,9
20,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,15
20,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,13
21,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,16
21,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,10
22,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,10
22,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,10
23,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,12
23,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,9
24,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,8
24,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,13
25,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,12
25,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
26,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,10
26,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,14
27,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,8
27,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,4
28,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,7
28,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,8
29,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,10
29,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,7
30,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,6
30,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,4
31,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
31,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,8
32,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
32,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
33,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
33,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,8
34,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
34,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
35,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
35,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
36,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
36,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
37,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
37,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
38,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,6
38,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
39,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
39,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
40,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
40,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
41,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
41,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
42,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,6
42,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
43,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
43,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
44,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
44,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
45,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
45,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
46,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,6
46,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,8
47,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
47,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,4
48,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
48,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
49,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
49,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,5
50,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
50,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
51,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
51,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
52,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
52,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
53,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
53,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
54,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
54,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
55,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
55,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
56,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
56,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,3
57,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
57,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
58,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
58,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,2
59,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
59,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
60,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
60,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
61,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
61,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
62,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
62,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
63,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
63,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
64,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
64,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
65,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
65,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
66,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
66,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
67,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
67,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
68,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
68,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
69,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
69,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
70,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
70,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
71,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
71,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
72,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
72,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
73,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
73,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
74,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
74,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
75,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
75,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
76,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
76,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
77,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
77,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
78,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
78,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
79,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
79,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
80,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
80,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
81,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,1
81,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
82,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
82,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
83,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
83,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
84,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
84,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
85,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
85,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
86,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
86,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
87,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
87,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
88,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
88,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
89,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
89,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
90,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
90,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
91,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
91,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
92,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
92,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
93,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
93,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
94,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
94,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
95,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
95,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
96,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
96,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
97,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
97,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
98,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
98,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
99,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
99,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
100+,Lower,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
100+,Upper,Female,d. Kommuneqarfik Sermersooq,2011,Out,0
0,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,8
0,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
1,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
1,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
2,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
2,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
3,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,8
3,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,11
4,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
4,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
5,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
5,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
6,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
6,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
7,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
7,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
8,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
8,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
9,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
9,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
10,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
10,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
11,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
11,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
12,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
12,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
13,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
13,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
14,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,9
14,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
15,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
15,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
16,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
16,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
17,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
17,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,12
18,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,10
18,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,15
19,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,8
19,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,12
20,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
20,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,10
21,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
21,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,8
22,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,9
22,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,8
23,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,8
23,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
24,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
24,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,8
25,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
25,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,11
26,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
26,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
27,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
27,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
28,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,9
28,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,9
29,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
29,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
30,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
30,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
31,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
31,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
32,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
32,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
33,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,9
33,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
34,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
34,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
35,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
35,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
36,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
36,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
37,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
37,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
38,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
38,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
39,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
39,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
40,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,0
40,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
41,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
41,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
42,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
42,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
43,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
43,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
44,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
44,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
45,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
45,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
46,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,5
46,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,7
47,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
47,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
48,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
48,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
49,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
49,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
50,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
50,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,4
51,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,6
51,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
52,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
52,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
53,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
53,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
54,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
54,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
55,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
55,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
56,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
56,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
57,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,0
57,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
58,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
58,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
59,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
59,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
60,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,0
60,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,0
61,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,1
61,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,3
62,Lower,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
62,Upper,Male,d. Kommuneqarfik Sermersooq,2011,Out,2
