age,sex,time,count
2,Male,2010,429
3,Male,2010,427
4,Male,2010,376
5,Male,2010,416
6,Male,2010,412
7,Male,2010,433
8,Male,2010,422
9,Male,2010,424
10,Male,2010,417
11,Male,2010,409
12,Male,2010,443
13,Male,2010,504
14,Male,2010,442
15,Male,2010,455
16,Male,2010,384
17,Male,2010,488
18,Male,2010,456
19,Male,2010,490
20,Male,2010,491
21,Male,2010,486
22,Male,2010,464
23,Male,2010,433
24,Male,2010,413
25,Male,2010,450
26,Male,2010,409
27,Male,2010,387
28,Male,2010,430
29,Male,2010,416
30,Male,2010,433
31,Male,2010,365
32,Male,2010,346
33,Male,2010,387
34,Male,2010,355
35,Male,2010,337
36,Male,2010,339
37,Male,2010,363
38,Male,2010,375
39,Male,2010,380
40,Male,2010,417
41,Male,2010,440
42,Male,2010,544
43,Male,2010,605
44,Male,2010,595
45,Male,2010,650
46,Male,2010,605
47,Male,2010,582
48,Male,2010,532
49,Male,2010,528
50,Male,2010,552
51,Male,2010,532
52,Male,2010,499
53,Male,2010,471
54,Male,2010,428
55,Male,2010,417
56,Male,2010,385
57,Male,2010,338
58,Male,2010,346
59,Male,2010,332
60,Male,2010,328
61,Male,2010,240
62,Male,2010,293
63,Male,2010,229
64,Male,2010,271
65,Male,2010,232
66,Male,2010,221
67,Male,2010,186
68,Male,2010,180
69,Male,2010,168
70,Male,2010,159
71,Male,2010,101
72,Male,2010,103
73,Male,2010,100
74,Male,2010,89
75,Male,2010,72
76,Male,2010,69
77,Male,2010,65
78,Male,2010,47
79,Male,2010,33
80,Male,2010,36
81,Male,2010,35
82,Male,2010,29
83,Male,2010,18
84,Male,2010,9
85,Male,2010,9
86,Male,2010,11
87,Male,2010,8
88,Male,2010,1
89,Male,2010,2
90,Male,2010,1
91,Male,2010,1
92,Male,2010,1
93,Male,2010,0
94,Male,2010,0
95,Male,2010,0
96,Male,2010,0
97,Male,2010,0
98,Male,2010,0
99,Male,2010,0
100+,Male,2010,0
0,Female,2011,378
1,Female,2011,408
2,Female,2011,418
3,Female,2011,372
4,Female,2011,380
5,Female,2011,413
6,Female,2011,407
