age,triangle,sex,region,time,count
21,Lower,Male,d. Outside municipalities,2013,0
21,Upper,Male,d. Outside municipalities,2013,0
22,Lower,Male,d. Outside municipalities,2013,0
22,Upper,Male,d. Outside municipalities,2013,0
23,Lower,Male,d. Outside municipalities,2013,0
23,Upper,Male,d. Outside municipalities,2013,0
24,Lower,Male,d. Outside municipalities,2013,0
24,Upper,Male,d. Outside municipalities,2013,0
25,Lower,Male,d. Outside municipalities,2013,0
25,Upper,Male,d. Outside municipalities,2013,0
26,Lower,Male,d. Outside municipalities,2013,0
26,Upper,Male,d. Outside municipalities,2013,0
27,Lower,Male,d. Outside municipalities,2013,0
27,Upper,Male,d. Outside municipalities,2013,0
28,Lower,Male,d. Outside municipalities,2013,0
28,Upper,Male,d. Outside municipalities,2013,0
29,Lower,Male,d. Outside municipalities,2013,0
29,Upper,Male,d. Outside municipalities,2013,0
30,Lower,Male,d. Outside municipalities,2013,0
30,Upper,Male,d. Outside municipalities,2013,0
31,Lower,Male,d. Outside municipalities,2013,0
31,Upper,Male,d. Outside municipalities,2013,0
32,Lower,Male,d. Outside municipalities,2013,0
32,Upper,Male,d. Outside municipalities,2013,0
33,Lower,Male,d. Outside municipalities,2013,0
33,Upper,Male,d. Outside municipalities,2013,0
34,Lower,Male,d. Outside municipalities,2013,0
34,Upper,Male,d. Outside municipalities,2013,0
35,Lower,Male,d. Outside municipalities,2013,0
35,Upper,Male,d. Outside municipalities,2013,0
36,Lower,Male,d. Outside municipalities,2013,0
36,Upper,Male,d. Outside municipalities,2013,0
37,Lower,Male,d. Outside municipalities,2013,0
37,Upper,Male,d. Outside municipalities,2013,0
38,Lower,Male,d. Outside municipalities,2013,0
38,Upper,Male,d. Outside municipalities,2013,0
39,Lower,Male,d. Outside municipalities,2013,0
39,Upper,Male,d. Outside municipalities,2013,0
40,Lower,Male,d. Outside municipalities,2013,0
40,Upper,Male,d. Outside municipalities,2013,0
41,Lower,Male,d. Outside municipalities,2013,0
41,Upper,Male,d. Outside municipalities,2013,0
42,Lower,Male,d. Outside municipalities,2013,0
42,Upper,Male,d. Outside municipalities,2013,0
43,Lower,Male,d. Outside municipalities,2013,0
43,Upper,Male,d. Outside municipalities,2013,0
44,Lower,Male,d. Outside municipalities,2013,0
44,Upper,Male,d. Outside municipalities,2013,0
45,Lower,Male,d. Outside municipalities,2013,0
45,Upper,Male,d. Outside municipalities,2013,0
46,Lower,Male,d. Outside municipalities,2013,0
46,Upper,Male,d. Outside municipalities,2013,0
47,Lower,Male,d. Outside municipalities,2013,0
47,Upper,Male,d. Outside municipalities,2013,0
48,Lower,Male,d. Outside municipalities,2013,0
48,Upper,Male,d. Outside municipalities,2013,0
49,Lower,Male,d. Outside municipalities,2013,0
49,Upper,Male,d. Outside municipalities,2013,0
50,Lower,Male,d. Outside municipalities,2013,0
50,Upper,Male,d. Outside municipalities,2013,0
13,Lower,Female,d. Qeqqata Kommunia,2013,0
13,Upper,Female,d. Qeqqata Kommunia,2013,0
14,Lower,Female,d. Qeqqata Kommunia,2013,0
14,Upper,Female,d. Qeqqata Kommunia,2013,0
15,Lower,Female,d. Qeqqata Kommunia,2013,0
15,Upper,Female,d. Qeqqata Kommunia,2013,0
16,Lower,Female,d. Qeqqata Kommunia,2013,0
16,Upper,Female,d. Qeqqata Kommunia,2013,0
17,Lower,Female,d. Qeqqata Kommunia,2013,3
17,Upper,Female,d. Qeqqata Kommunia,2013,1
18,Lower,Female,d. Qeqqata Kommunia,2013,1
18,Upper,Female,d. Qeqqata Kommunia,2013,1
19,Lower,Female,d. Qeqqata Kommunia,2013,0
19,Upper,Female,d. Qeqqata Kommunia,2013,0
20,Lower,Female,d. Qeqqata Kommunia,2013,3
20,Upper,Female,d. Qeqqata Kommunia,2013,2
21,Lower,Female,d. Qeqqata Kommunia,2013,1
21,Upper,Female,d. Qeqqata Kommunia,2013,1
22,Lower,Female,d. Qeqqata Kommunia,2013,1
22,Upper,Female,d. Qeqqata Kommunia,2013,2
23,Lower,Female,d. Qeqqata Kommunia,2013,6
23,Upper,Female,d. Qeqqata Kommunia,2013,1
24,Lower,Female,d. Qeqqata Kommunia,2013,3
24,Upper,Female,d. Qeqqata Kommunia,2013,3
25,Lower,Female,d. Qeqqata Kommunia,2013,1
25,Upper,Female,d. Qeqqata Kommunia,2013,1
26,Lower,Female,d. Qeqqata Kommunia,2013,1
26,Upper,Female,d. Qeqqata Kommunia,2013,2
27,Lower,Female,d. Qeqqata Kommunia,2013,1
27,Upper,Female,d. Qeqqata Kommunia,2013,1
28,Lower,Female,d. Qeqqata Kommunia,2013,4
28,Upper,Female,d. Qeqqata Kommunia,2013,2
29,Lower,Female,d. Qeqqata Kommunia,2013,2
29,Upper,Female,d. Qeqqata Kommunia,2013,2
30,Lower,Female,d. Qeqqata Kommunia,2013,0
30,Upper,Female,d. Qeqqata Kommunia,2013,5
31,Lower,Female,d. Qeqqata Kommunia,2013,1
31,Upper,Female,d. Qeqqata Kommunia,2013,0
32,Lower,Female,d. Qeqqata Kommunia,2013,2
32,Upper,Female,d. Qeqqata Kommunia,2013,1
33,Lower,Female,d. Qeqqata Kommunia,2013,2
33,Upper,Female,d. Qeqqata Kommunia,2013,0
34,Lower,Female,d. Qeqqata Kommunia,2013,3
34,Upper,Female,d. Qeqqata Kommunia,2013,1
35,Lower,Female,d. Qeqqata Kommunia,2013,0
35,Upper,Female,d. Qeqqata Kommunia,2013,0
36,Lower,Female,d. Qeqqata Kommunia,2013,0
36,Upper,Female,d. Qeqqata Kommunia,2013,1
37,Lower,Female,d. Qeqqata Kommunia,2013,1
37,Upper,Female,d. Qeqqata Kommunia,2013,1
38,Lower,Female,d. Qeqqata Kommunia,2013,0
38,Upper,Female,d. Qeqqata Kommunia,2013,0
39,Lower,Female,d. Qeqqata Kommunia,2013,0
39,Upper,Female,d. Qeqqata Kommunia,2013,0
40,Lower,Female,d. Qeqqata Kommunia,2013,0
40,Upper,Female,d. Qeqqata Kommunia,2013,0
41,Lower,Female,d. Qeqqata Kommunia,2013,0
41,Upper,Female,d. Qeqqata Kommunia,2013,0
42,Lower,Female,d. Qeqqata Kommunia,2013,0
42,Upper,Female,d. Qeqqata Kommunia,2013,0
43,Lower,Female,d. Qeqqata Kommunia,2013,0
43,Upper,Female,d. Qeqqata Kommunia,2013,0
44,Lower,Female,d. Qeqqata Kommunia,2013,0
44,Upper,Female,d. Qeqqata Kommunia,2013,0
45,Lower,Female,d. Qeqqata Kommunia,2013,0
45,Upper,Female,d. Qeqqata Kommunia,2013,0
46,Lower,Female,d. Qeqqata Kommunia,2013,0
46,Upper,Female,d. Qeqqata Kommunia,2013,0
47,Lower,Female,d. Qeqqata Kommunia,2013,0
47,Upper,Female,d. Qeqqata Kommunia,2013,0
48,Lower,Female,d. Qeqqata Kommunia,2013,0
48,Upper,Female,d. Qeqqata Kommunia,2013,0
49,Lower,Female,d. Qeqqata Kommunia,2013,0
49,Upper,Female,d. Qeqqata Kommunia,2013,0
50,Lower,Female,d. Qeqqata Kommunia,2013,0
50,Upper,Female,d. Qeqqata Kommunia,2013,0
13,Lower,Male,d. Qeqqata Kommunia,2013,0
13,Upper,Male,d. Qeqqata Kommunia,2013,0
14,Lower,Male,d. Qeqqata Kommunia,2013,0
14,Upper,Male,d. Qeqqata Kommunia,2013,0
15,Lower,Male,d. Qeqqata Kommunia,2013,0
15,Upper,Male,d. Qeqqata Kommunia,2013,0
16,Lower,Male,d. Qeqqata Kommunia,2013,1
16,Upper,Male,d. Qeqqata Kommunia,2013,1
17,Lower,Male,d. Qeqqata Kommunia,2013,0
17,Upper,Male,d. Qeqqata Kommunia,2013,0
18,Lower,Male,d. Qeqqata Kommunia,2013,1
18,Upper,Male,d. Qeqqata Kommunia,2013,1
19,Lower,Male,d. Qeqqata Kommunia,2013,3
19,Upper,Male,d. Qeqqata Kommunia,2013,3
20,Lower,Male,d. Qeqqata Kommunia,2013,1
20,Upper,Male,d. Qeqqata Kommunia,2013,3
21,Lower,Male,d. Qeqqata Kommunia,2013,4
21,Upper,Male,d. Qeqqata Kommunia,2013,2
22,Lower,Male,d. Qeqqata Kommunia,2013,2
22,Upper,Male,d. Qeqqata Kommunia,2013,3
23,Lower,Male,d. Qeqqata Kommunia,2013,2
23,Upper,Male,d. Qeqqata Kommunia,2013,1
24,Lower,Male,d. Qeqqata Kommunia,2013,0
24,Upper,Male,d. Qeqqata Kommunia,2013,0
25,Lower,Male,d. Qeqqata Kommunia,2013,2
25,Upper,Male,d. Qeqqata Kommunia,2013,3
26,Lower,Male,d. Qeqqata Kommunia,2013,3
26,Upper,Male,d. Qeqqata Kommunia,2013,1
27,Lower,Male,d. Qeqqata Kommunia,2013,2
27,Upper,Male,d. Qeqqata Kommunia,2013,3
28,Lower,Male,d. Qeqqata Kommunia,2013,3
28,Upper,Male,d. Qeqqata Kommunia,2013,0
29,Lower,Male,d. Qeqqata Kommunia,2013,2
29,Upper,Male,d. Qeqqata Kommunia,2013,4
30,Lower,Male,d. Qeqqata Kommunia,2013,1
30,Upper,Male,d. Qeqqata Kommunia,2013,2
31,Lower,Male,d. Qeqqata Kommunia,2013,2
31,Upper,Male,d. Qeqqata Kommunia,2013,3
32,Lower,Male,d. Qeqqata Kommunia,2013,2
32,Upper,Male,d. Qeqqata Kommunia,2013,2
33,Lower,Male,d. Qeqqata Kommunia,2013,1
33,Upper,Male,d. Qeqqata Kommunia,2013,0
34,Lower,Male,d. Qeqqata Kommunia,2013,1
34,Upper,Male,d. Qeqqata Kommunia,2013,1
35,Lower,Male,d. Qeqqata Kommunia,2013,0
35,Upper,Male,d. Qeqqata Kommunia,2013,2
36,Lower,Male,d. Qeqqata Kommunia,2013,1
36,Upper,Male,d. Qeqqata Kommunia,2013,1
37,Lower,Male,d. Qeqqata Kommunia,2013,0
37,Upper,Male,d. Qeqqata Kommunia,2013,0
38,Lower,Male,d. Qeqqata Kommunia,2013,1
38,Upper,Male,d. Qeqqata Kommunia,2013,0
39,Lower,Male,d. Qeqqata Kommunia,2013,0
39,Upper,Male,d. Qeqqata Kommunia,2013,1
40,Lower,Male,d. Qeqqata Kommunia,2013,0
40,Upper,Male,d. Qeqqata Kommunia,2013,0
41,Lower,Male,d. Qeqqata Kommunia,2013,0
41,Upper,Male,d. Qeqqata Kommunia,2013,0
42,Lower,Male,d. Qeqqata Kommunia,2013,0
42,Upper,Male,d. Qeqqata Kommunia,2013,1
43,Lower,Male,d. Qeqqata Kommunia,2013,1
43,Upper,Male,d. Qeqqata Kommunia,2013,0
44,Lower,Male,d. Qeqqata Kommunia,2013,0
44,Upper,Male,d. Qeqqata Kommunia,2013,0
45,Lower,Male,d. Qeqqata Kommunia,2013,0
45,Upper,Male,d. Qeqqata Kommunia,2013,0
46,Lower,Male,d. Qeqqata Kommunia,2013,0
46,Upper,Male,d. Qeqqata Kommunia,2013,0
47,Lower,Male,d. Qeqqata Kommunia,2013,0
47,Upper,Male,d. Qeqqata Kommunia,2013,0
48,Lower,Male,d. Qeqqata Kommunia,2013,0
48,Upper,Male,d. Qeqqata Kommunia,2013,0
49,Lower,Male,d. Qeqqata Kommunia,2013,0
49,Upper,Male,d. Qeqqata Kommunia,2013,0
50,Lower,Male,d. Qeqqata Kommunia,2013,0
50,Upper,Male,d. Qeqqata Kommunia,2013,0
13,Lower,Female,d. Avannaata kommunia,2014,0
13,Upper,Female,d. Avannaata kommunia,2014,0
14,Lower,Female,d. Avannaata kommunia,2014,0
14,Upper,Female,d. Avannaata kommunia,2014,0
15,Lower,Female,d. Avannaata kommunia,2014,0
15,Upper,Female,d. Avannaata kommunia,2014,0
16,Lower,Female,d. Avannaata kommunia,2014,2
16,Upper,Female,d. Avannaata kommunia,2014,2
17,Lower,Female,d. Avannaata kommunia,2014,1
17,Upper,Female,d. Avannaata kommunia,2014,3
18,Lower,Female,d. Avannaata kommunia,2014,3
18,Upper,Female,d. Avannaata kommunia,2014,3
19,Lower,Female,d. Avannaata kommunia,2014,3
19,Upper,Female,d. Avannaata kommunia,2014,2
20,Lower,Female,d. Avannaata kommunia,2014,2
20,Upper,Female,d. Avannaata kommunia,2014,2
21,Lower,Female,d. Avannaata kommunia,2014,5
21,Upper,Female,d. Avannaata kommunia,2014,2
22,Lower,Female,d. Avannaata kommunia,2014,1
22,Upper,Female,d. Avannaata kommunia,2014,3
23,Lower,Female,d. Avannaata kommunia,2014,4
23,Upper,Female,d. Avannaata kommunia,2014,1
24,Lower,Female,d. Avannaata kommunia,2014,1
24,Upper,Female,d. Avannaata kommunia,2014,4
25,Lower,Female,d. Avannaata kommunia,2014,1
25,Upper,Female,d. Avannaata kommunia,2014,0
26,Lower,Female,d. Avannaata kommunia,2014,2
26,Upper,Female,d. Avannaata kommunia,2014,3
27,Lower,Female,d. Avannaata kommunia,2014,3
27,Upper,Female,d. Avannaata kommunia,2014,2
28,Lower,Female,d. Avannaata kommunia,2014,2
28,Upper,Female,d. Avannaata kommunia,2014,2
29,Lower,Female,d. Avannaata kommunia,2014,2
29,Upper,Female,d. Avannaata kommunia,2014,1
30,Lower,Female,d. Avannaata kommunia,2014,4
30,Upper,Female,d. Avannaata kommunia,2014,1
31,Lower,Female,d. Avannaata kommunia,2014,0
31,Upper,Female,d. Avannaata kommunia,2014,4
32,Lower,Female,d. Avannaata kommunia,2014,0
32,Upper,Female,d. Avannaata kommunia,2014,0
33,Lower,Female,d. Avannaata kommunia,2014,1
33,Upper,Female,d. Avannaata kommunia,2014,0
34,Lower,Female,d. Avannaata kommunia,2014,0
34,Upper,Female,d. Avannaata kommunia,2014,2
35,Lower,Female,d. Avannaata kommunia,2014,1
35,Upper,Female,d. Avannaata kommunia,2014,2
36,Lower,Female,d. Avannaata kommunia,2014,1
36,Upper,Female,d. Avannaata kommunia,2014,0
37,Lower,Female,d. Avannaata kommunia,2014,0
37,Upper,Female,d. Avannaata kommunia,2014,0
38,Lower,Female,d. Avannaata kommunia,2014,0
38,Upper,Female,d. Avannaata kommunia,2014,1
39,Lower,Female,d. Avannaata kommunia,2014,0
39,Upper,Female,d. Avannaata kommunia,2014,2
40,Lower,Female,d. Avannaata kommunia,2014,0
40,Upper,Female,d. Avannaata kommunia,2014,0
41,Lower,Female,d. Avannaata kommunia,2014,1
41,Upper,Female,d. Avannaata kommunia,2014,0
42,Lower,Female,d. Avannaata kommunia,2014,0
42,Upper,Female,d. Avannaata kommunia,2014,0
43,Lower,Female,d. Avannaata kommunia,2014,1
43,Upper,Female,d. Avannaata kommunia,2014,0
44,Lower,Female,d. Avannaata kommunia,2014,0
44,Upper,Female,d. Avannaata kommunia,2014,0
45,Lower,Female,d. Avannaata kommunia,2014,0
45,Upper,Female,d. Avannaata kommunia,2014,0
46,Lower,Female,d. Avannaata kommunia,2014,0
46,Upper,Female,d. Avannaata kommunia,2014,0
47,Lower,Female,d. Avannaata kommunia,2014,0
47,Upper,Female,d. Avannaata kommunia,2014,0
48,Lower,Female,d. Avannaata kommunia,2014,0
48,Upper,Female,d. Avannaata kommunia,2014,0
49,Lower,Female,d. Avannaata kommunia,2014,0
49,Upper,Female,d. Avannaata kommunia,2014,0
50,Lower,Female,d. Avannaata kommunia,2014,0
50,Upper,Female,d. Avannaata kommunia,2014,0
13,Lower,Male,d. Avannaata kommunia,2014,0
13,Upper,Male,d. Avannaata kommunia,2014,0
14,Lower,Male,d. Avannaata kommunia,2014,0
14,Upper,Male,d. Avannaata kommunia,2014,0
15,Lower,Male,d. Avannaata kommunia,2014,0
15,Upper,Male,d. Avannaata kommunia,2014,0
16,Lower,Male,d. Avannaata kommunia,2014,0
16,Upper,Male,d. Avannaata kommunia,2014,0
17,Lower,Male,d. Avannaata kommunia,2014,0
17,Upper,Male,d. Avannaata kommunia,2014,0
18,Lower,Male,d. Avannaata kommunia,2014,1
18,Upper,Male,d. Avannaata kommunia,2014,2
19,Lower,Male,d. Avannaata kommunia,2014,3
19,Upper,Male,d. Avannaata kommunia,2014,2
20,Lower,Male,d. Avannaata kommunia,2014,1
20,Upper,Male,d. Avannaata kommunia,2014,3
21,Lower,Male,d. Avannaata kommunia,2014,3
21,Upper,Male,d. Avannaata kommunia,2014,2
22,Lower,Male,d. Avannaata kommunia,2014,1
22,Upper,Male,d. Avannaata kommunia,2014,1
23,Lower,Male,d. Avannaata kommunia,2014,2
23,Upper,Male,d. Avannaata kommunia,2014,3
24,Lower,Male,d. Avannaata kommunia,2014,2
24,Upper,Male,d. Avannaata kommunia,2014,3
25,Lower,Male,d. Avannaata kommunia,2014,2
25,Upper,Male,d. Avannaata kommunia,2014,2
26,Lower,Male,d. Avannaata kommunia,2014,2
26,Upper,Male,d. Avannaata kommunia,2014,4
27,Lower,Male,d. Avannaata kommunia,2014,2
27,Upper,Male,d. Avannaata kommunia,2014,7
28,Lower,Male,d. Avannaata kommunia,2014,2
28,Upper,Male,d. Avannaata kommunia,2014,3
29,Lower,Male,d. Avannaata kommunia,2014,1
29,Upper,Male,d. Avannaata kommunia,2014,2
30,Lower,Male,d. Avannaata kommunia,2014,3
30,Upper,Male,d. Avannaata kommunia,2014,1
31,Lower,Male,d. Avannaata kommunia,2014,2
31,Upper,Male,d. Avannaata kommunia,2014,1
32,Lower,Male,d. Avannaata kommunia,2014,2
32,Upper,Male,d. Avannaata kommunia,2014,3
33,Lower,Male,d. Avannaata kommunia,2014,1
33,Upper,Male,d. Avannaata kommunia,2014,1
34,Lower,Male,d. Avannaata kommunia,2014,3
34,Upper,Male,d. Avannaata kommunia,2014,0
35,Lower,Male,d. Avannaata kommunia,2014,0
35,Upper,Male,d. Avannaata kommunia,2014,1
36,Lower,Male,d. Avannaata kommunia,2014,1
36,Upper,Male,d. Avannaata kommunia,2014,0
37,Lower,Male,d. Avannaata kommunia,2014,0
37,Upper,Male,d. Avannaata kommunia,2014,1
38,Lower,Male,d. Avannaata kommunia,2014,0
38,Upper,Male,d. Avannaata kommunia,2014,0
39,Lower,Male,d. Avannaata kommunia,2014,1
39,Upper,Male,d. Avannaata kommunia,2014,0
40,Lower,Male,d. Avannaata kommunia,2014,0
40,Upper,Male,d. Avannaata kommunia,2014,0
41,Lower,Male,d. Avannaata kommunia,2014,0
41,Upper,Male,d. Avannaata kommunia,2014,0
42,Lower,Male,d. Avannaata kommunia,2014,0
42,Upper,Male,d. Avannaata kommunia,2014,0
43,Lower,Male,d. Avannaata kommunia,2014,0
43,Upper,Male,d. Avannaata kommunia,2014,0
44,Lower,Male,d. Avannaata kommunia,2014,0
44,Upper,Male,d. Avannaata kommunia,2014,0
45,Lower,Male,d. Avannaata kommunia,2014,0
45,Upper,Male,d. Avannaata kommunia,2014,0
46,Lower,Male,d. Avannaata kommunia,2014,0
46,Upper,Male,d. Avannaata kommunia,2014,0
47,Lower,Male,d. Avannaata kommunia,2014,0
47,Upper,Male,d. Avannaata kommunia,2014,0
48,Lower,Male,d. Avannaata kommunia,2014,0
48,Upper,Male,d. Avannaata kommunia,2014,0
49,Lower,Male,d. Avannaata kommunia,2014,0
49,Upper,Male,d. Avannaata kommunia,2014,0
50,Lower,Male,d. Avannaata kommunia,2014,0
50,Upper,Male,d. Avannaata kommunia,2014,0
13,Lower,Female,d. Kommune Kujalleq,2014,0
13,Upper,Female,d. Kommune Kujalleq,2014,0
14,Lower,Female,d. Kommune Kujalleq,2014,0
14,Upper,Female,d. Kommune Kujalleq,2014,0
15,Lower,Female,d. Kommune Kujalleq,2014,0
15,Upper,Female,d. Kommune Kujalleq,2014,0
16,Lower,Female,d. Kommune Kujalleq,2014,0
16,Upper,Female,d. Kommune Kujalleq,2014,0
17,Lower,Female,d. Kommune Kujalleq,2014,1
17,Upper,Female,d. Kommune Kujalleq,2014,0
18,Lower,Female,d. Kommune Kujalleq,2014,0
18,Upper,Female,d. Kommune Kujalleq,2014,1
19,Lower,Female,d. Kommune Kujalleq,2014,0
19,Upper,Female,d. Kommune Kujalleq,2014,0
20,Lower,Female,d. Kommune Kujalleq,2014,1
20,Upper,Female,d. Kommune Kujalleq,2014,2
21,Lower,Female,d. Kommune Kujalleq,2014,0
21,Upper,Female,d. Kommune Kujalleq,2014,0
22,Lower,Female,d. Kommune Kujalleq,2014,1
22,Upper,Female,d. Kommune Kujalleq,2014,2
23,Lower,Female,d. Kommune Kujalleq,2014,2
23,Upper,Female,d. Kommune Kujalleq,2014,3
24,Lower,Female,d. Kommune Kujalleq,2014,3
24,Upper,Female,d. Kommune Kujalleq,2014,1
25,Lower,Female,d. Kommune Kujalleq,2014,1
25,Upper,Female,d. Kommune Kujalleq,2014,1
26,Lower,Female,d. Kommune Kujalleq,2014,6
26,Upper,Female,d. Kommune Kujalleq,2014,1
27,Lower,Female,d. Kommune Kujalleq,2014,1
27,Upper,Female,d. Kommune Kujalleq,2014,1
28,Lower,Female,d. Kommune Kujalleq,2014,1
28,Upper,Female,d. Kommune Kujalleq,2014,2
29,Lower,Female,d. Kommune Kujalleq,2014,1
29,Upper,Female,d. Kommune Kujalleq,2014,1
30,Lower,Female,d. Kommune Kujalleq,2014,1
30,Upper,Female,d. Kommune Kujalleq,2014,2
31,Lower,Female,d. Kommune Kujalleq,2014,0
31,Upper,Female,d. Kommune Kujalleq,2014,0
32,Lower,Female,d. Kommune Kujalleq,2014,0
32,Upper,Female,d. Kommune Kujalleq,2014,1
33,Lower,Female,d. Kommune Kujalleq,2014,0
33,Upper,Female,d. Kommune Kujalleq,2014,1
34,Lower,Female,d. Kommune Kujalleq,2014,1
34,Upper,Female,d. Kommune Kujalleq,2014,1
35,Lower,Female,d. Kommune Kujalleq,2014,0
35,Upper,Female,d. Kommune Kujalleq,2014,0
36,Lower,Female,d. Kommune Kujalleq,2014,0
36,Upper,Female,d. Kommune Kujalleq,2014,0
37,Lower,Female,d. Kommune Kujalleq,2014,0
37,Upper,Female,d. Kommune Kujalleq,2014,0
38,Lower,Female,d. Kommune Kujalleq,2014,0
38,Upper,Female,d. Kommune Kujalleq,2014,1
39,Lower,Female,d. Kommune Kujalleq,2014,0
39,Upper,Female,d. Kommune Kujalleq,2014,1
40,Lower,Female,d. Kommune Kujalleq,2014,0
40,Upper,Female,d. Kommune Kujalleq,2014,0
41,Lower,Female,d. Kommune Kujalleq,2014,0
41,Upper,Female,d. Kommune Kujalleq,2014,0
42,Lower,Female,d. Kommune Kujalleq,2014,0
42,Upper,Female,d. Kommune Kujalleq,2014,0
43,Lower,Female,d. Kommune Kujalleq,2014,0
43,Upper,Female,d. Kommune Kujalleq,2014,0
44,Lower,Female,d. Kommune Kujalleq,2014,0
44,Upper,Female,d. Kommune Kujalleq,2014,0
45,Lower,Female,d. Kommune Kujalleq,2014,0
45,Upper,Female,d. Kommune Kujalleq,2014,0
46,Lower,Female,d. Kommune Kujalleq,2014,0
46,Upper,Female,d. Kommune Kujalleq,2014,0
47,Lower,Female,d. Kommune Kujalleq,2014,0
47,Upper,Female,d. Kommune Kujalleq,2014,0
48,Lower,Female,d. Kommune Kujalleq,2014,0
48,Upper,Female,d. Kommune Kujalleq,2014,0
49,Lower,Female,d. Kommune Kujalleq,2014,0
49,Upper,Female,d. Kommune Kujalleq,2014,0
50,Lower,Female,d. Kommune Kujalleq,2014,0
50,Upper,Female,d. Kommune Kujalleq,2014,0
13,Lower,Male,d. Kommune Kujalleq,2014,0
13,Upper,Male,d. Kommune Kujalleq,2014,0
14,Lower,Male,d. Kommune Kujalleq,2014,0
14,Upper,Male,d. Kommune Kujalleq,2014,0
15,Lower,Male,d. Kommune Kujalleq,2014,0
15,Upper,Male,d. Kommune Kujalleq,2014,0
16,Lower,Male,d. Kommune Kujalleq,2014,1
16,Upper,Male,d. Kommune Kujalleq,2014,0
17,Lower,Male,d. Kommune Kujalleq,2014,1
17,Upper,Male,d. Kommune Kujalleq,2014,1
18,Lower,Male,d. Kommune Kujalleq,2014,1
18,Upper,Male,d. Kommune Kujalleq,2014,0
19,Lower,Male,d. Kommune Kujalleq,2014,0
19,Upper,Male,d. Kommune Kujalleq,2014,0
20,Lower,Male,d. Kommune Kujalleq,2014,1
20,Upper,Male,d. Kommune Kujalleq,2014,1
21,Lower,Male,d. Kommune Kujalleq,2014,3
21,Upper,Male,d. Kommune Kujalleq,2014,1
22,Lower,Male,d. Kommune Kujalleq,2014,0
22,Upper,Male,d. Kommune Kujalleq,2014,1
23,Lower,Male,d. Kommune Kujalleq,2014,0
23,Upper,Male,d. Kommune Kujalleq,2014,1
24,Lower,Male,d. Kommune Kujalleq,2014,2
24,Upper,Male,d. Kommune Kujalleq,2014,1
25,Lower,Male,d. Kommune Kujalleq,2014,3
25,Upper,Male,d. Kommune Kujalleq,2014,3
26,Lower,Male,d. Kommune Kujalleq,2014,4
26,Upper,Male,d. Kommune Kujalleq,2014,2
27,Lower,Male,d. Kommune Kujalleq,2014,2
27,Upper,Male,d. Kommune Kujalleq,2014,3
28,Lower,Male,d. Kommune Kujalleq,2014,1
28,Upper,Male,d. Kommune Kujalleq,2014,1
29,Lower,Male,d. Kommune Kujalleq,2014,3
29,Upper,Male,d. Kommune Kujalleq,2014,4
30,Lower,Male,d. Kommune Kujalleq,2014,2
30,Upper,Male,d. Kommune Kujalleq,2014,1
31,Lower,Male,d. Kommune Kujalleq,2014,0
31,Upper,Male,d. Kommune Kujalleq,2014,0
32,Lower,Male,d. Kommune Kujalleq,2014,1
32,Upper,Male,d. Kommune Kujalleq,2014,0
33,Lower,Male,d. Kommune Kujalleq,2014,1
33,Upper,Male,d. Kommune Kujalleq,2014,0
34,Lower,Male,d. Kommune Kujalleq,2014,0
34,Upper,Male,d. Kommune Kujalleq,2014,2
35,Lower,Male,d. Kommune Kujalleq,2014,0
35,Upper,Male,d. Kommune Kujalleq,2014,0
36,Lower,Male,d. Kommune Kujalleq,2014,0
36,Upper,Male,d. Kommune Kujalleq,2014,0
37,Lower,Male,d. Kommune Kujalleq,2014,2
37,Upper,Male,d. Kommune Kujalleq,2014,1
38,Lower,Male,d. Kommune Kujalleq,2014,0
38,Upper,Male,d. Kommune Kujalleq,2014,0
39,Lower,Male,d. Kommune Kujalleq,2014,0
39,Upper,Male,d. Kommune Kujalleq,2014,1
40,Lower,Male,d. Kommune Kujalleq,2014,0
40,Upper,Male,d. Kommune Kujalleq,2014,0
41,Lower,Male,d. Kommune Kujalleq,2014,0
41,Upper,Male,d. Kommune Kujalleq,2014,0
42,Lower,Male,d. Kommune Kujalleq,2014,0
42,Upper,Male,d. Kommune Kujalleq,2014,0
43,Lower,Male,d. Kommune Kujalleq,2014,0
43,Upper,Male,d. Kommune Kujalleq,2014,0
44,Lower,Male,d. Kommune Kujalleq,2014,0
44,Upper,Male,d. Kommune Kujalleq,2014,0
45,Lower,Male,d. Kommune Kujalleq,2014,0
45,Upper,Male,d. Kommune Kujalleq,2014,0
46,Lower,Male,d. Kommune Kujalleq,2014,0
46,Upper,Male,d. Kommune Kujalleq,2014,0
47,Lower,Male,d. Kommune Kujalleq,2014,0
47,Upper,Male,d. Kommune Kujalleq,2014,0
48,Lower,Male,d. Kommune Kujalleq,2014,0
48,Upper,Male,d. Kommune Kujalleq,2014,0
49,Lower,Male,d. Kommune Kujalleq,2014,0
49,Upper,Male,d. Kommune Kujalleq,2014,0
50,Lower,Male,d. Kommune Kujalleq,2014,0
50,Upper,Male,d. Kommune Kujalleq,2014,0
13,Lower,Female,d. Kommuneq Qeqertalik,2014,0
13,Upper,Female,d. Kommuneq Qeqertalik,2014,0
14,Lower,Female,d. Kommuneq Qeqertalik,2014,0
14,Upper,Female,d. Kommuneq Qeqertalik,2014,0
15,Lower,Female,d. Kommuneq Qeqertalik,2014,0
15,Upper,Female,d. Kommuneq Qeqertalik,2014,0
16,Lower,Female,d. Kommuneq Qeqertalik,2014,0
